,X,Y
0,0.33553069580508155,-0.4611677243047624
1,-0.257753059961904,0.8924452491137003
2,-1.1444066101457155,1.565203410906246
3,-1.5207457008330687,2.1155773220274767
4,-1.6780020369149697,3.707204587400594
5,-2.069848203066055,4.225587049413662
6,-2.79602444676801,5.468438496170983
7,-3.7413473543415945,6.098537554158964
8,-3.9166289548095885,7.060815195373371
9,-4.509396363534522,7.3230826022363
10,-5.482287395970429,8.341791440111416
11,-5.853157314889336,9.45512065549492
12,-6.470738643697924,10.71501648951218
13,-6.813663657899563,11.462159723960799
14,-6.598367496138285,12.416689823754545
15,-7.208041985128389,12.812461108314979
16,-8.492715235084004,13.807670651060725
17,-8.6323333507674,15.213919951771247
18,-9.481905185205362,15.854078929851385
19,-9.382762939447845,16.311149931044255
20,0.10127663057106506,0.9211037418566999
21,0.06930818578524012,2.0587859764297796
22,-0.28442336251537137,2.5193102644441243
23,-0.9059423673289606,3.3207416630910336
24,-1.769906288574196,4.101194625207667
25,-2.1465459013562618,5.649756176875059
26,-2.201395768366005,6.478837529297593
27,-2.841871544589057,7.339389908449037
28,-3.638722345319536,7.925148724074108
29,-3.86956349765957,9.1496564040212
30,-4.31884976196908,9.039909596320019
31,-5.005562911883304,10.483743232193493
32,-5.450772235345727,11.56786614211734
33,-5.946280531541564,11.741300449955148
34,-6.1065455266585005,12.598092232187474
35,-6.9392344598009235,14.226648862059148
36,-7.560100154726803,14.688563551191066
37,-8.49563972672736,16.014589176197738
38,-8.65682640280777,16.00856241013346
39,-8.936915103906655,17.580199327688984
40,0.8433077443975664,1.8697044954286939
41,0.41288781261688756,2.8531876858817835
42,0.1225313439292437,3.42169271151762
43,-0.6741483845694197,4.2697119775742305
44,-1.477554406648266,5.586801480988187
45,-1.2538310721734494,6.068623164137574
46,-1.8088719345891318,6.8223444807550235
47,-2.9566776492387334,7.974470300485069
48,-3.235457531170947,8.582278919190736
49,-3.839498136447911,9.52369111896432
50,-4.3374372004528965,9.927561460605578
51,-4.873738058874165,11.496728098292666
52,-4.574773071657328,12.494372741876573
53,-5.3307134801749845,12.837629546682795
54,-6.1081895716341865,14.32092718211886
55,-6.990955471143273,14.526352120273344
56,-6.8451445441568195,15.915314282440864
57,-7.585366681211821,16.24346210017256
58,-8.255638748645891,17.269732448166277
59,-8.175442043173241,18.429480670618563
60,1.1577297531015134,2.789793278598106
61,1.1205707464713108,3.315194580518102
62,0.5269185668388431,4.293889279118551
63,-0.2366195834041126,5.079408051665371
64,-0.49197489122842997,6.324413871302832
65,-1.4403456955770617,7.395461016822841
66,-1.7326037912397938,8.068680379499533
67,-1.5939552751570236,8.70972889848346
68,-2.59486533471716,9.491533067747643
69,-2.648033734230905,10.557372523023938
70,-3.1570359746834935,11.138355253044992
71,-3.728424099224564,12.01482652833448
72,-4.489943332950632,13.131459375350733
73,-5.1654299304207445,13.862815975760634
74,-5.25105789470622,14.637130273577117
75,-5.547559313469505,15.963636065727048
76,-6.604905645594904,16.528125440779743
77,-6.523317511883236,17.550682487625554
78,-7.989900457259342,18.54016307264871
79,-7.884710892230093,18.6494753036134
80,1.9708421889419085,3.62146088892997
81,1.9100384106059831,4.033929495721263
82,0.5724434820841225,5.604516386771569
83,0.280326162640851,5.791721790907763
84,-0.4677008837885557,6.817563685147779
85,-0.910082508820361,8.04556517672551
86,-0.7144450350101872,8.252833927485016
87,-1.8893065112121885,9.2655431393695
88,-2.17530744780149,10.480584933260324
89,-2.251120115208443,11.251571228549231
90,-2.737222364726339,11.689275233640318
91,-3.8369193751492485,12.757199814950436
92,-3.783107647988333,14.059208290300546
93,-4.918627516320117,14.81894806002353
94,-4.513553192450803,15.498352727697364
95,-5.771551901713259,16.53731060404949
96,-6.467878414363414,17.218040735790495
97,-6.065877483222932,18.559135055809072
98,-7.174505367706812,18.618654622684367
99,-7.495118654615889,20.243682244382764
100,2.0025183683831282,4.341513935385185
101,1.5156109081715896,5.5399956573460285
102,1.4726912961212772,6.3547115163074475
103,1.2203309267087177,6.806450155839227
104,0.22842741350659734,8.038193827559246
105,-0.14551459200571215,8.608419508207575
106,-0.7865659069481776,9.926714662899803
107,-0.8161540156710853,10.273149944743228
108,-1.021677610455515,10.894750341953017
109,-1.7758381480558265,12.0797981978363
110,-2.4145433663161553,13.43539451344735
111,-3.2580297409092314,13.426049006580334
