# PeTrack project: 010_c_12_h0.pet
# raw trajectory file: 010_c_12_h0.trc
# framerate: 25 fps
# z: can be 3d position or height of person (alternating or not)
id frame x/m y/m z/m
10 75 -0.116437 0.871093 1.76
10 76 -0.112495 0.855607 1.76
10 77 -0.108569 0.842087 1.76
10 78 -0.104646 0.826678 1.76
10 79 -0.096864 0.811279 1.76
10 80 -0.0894586 0.796648 1.76
10 81 -0.0794299 0.780586 1.76
10 82 -0.0659287 0.765264 1.76
10 83 -0.0505448 0.746178 1.76
10 84 -0.039053 0.727182 1.76
10 85 -0.0256729 0.710116 1.76
10 86 -0.0103973 0.696841 1.76
10 87 -0.00281102 0.683652 1.76
10 88 0.0085809 0.670465 1.76
10 89 0.0161563 0.661068 1.76
10 90 0.0217558 0.65334 1.76
10 91 0.0309622 0.642806 1.76
10 92 0.0377616 0.630561 1.76
10 93 0.0424556 0.616245 1.76
10 94 0.0499101 0.601391 1.76
10 95 0.058994 0.584683 1.76
10 96 0.0644527 0.568086 1.76
10 97 0.0645451 0.553444 1.76
10 98 0.0710964 0.536089 1.76
10 99 0.0708722 0.521348 1.76
10 100 0.0664342 0.505366 1.76
10 101 0.0637706 0.487859 1.76
10 102 0.0583989 0.471796 1.76
10 103 0.0558823 0.455398 1.76
10 104 0.0481705 0.435672 1.76
10 105 0.0398093 0.415696 1.76
10 106 0.030944 0.394654 1.76
10 107 0.0214673 0.376926 1.76
10 108 0.00828703 0.357507 1.76
10 109 0.000733731 0.339882 1.76
10 110 -0.0068163 0.318794 1.76
10 111 -0.0143116 0.303041 1.76
10 112 -0.0143913 0.287283 1.76
10 113 -0.0144797 0.269824 1.76
10 114 -0.0127069 0.255885 1.76
10 115 -0.00945929 0.239092 1.76
10 116 -0.00727196 0.220525 1.76
10 117 -0.00381446 0.202182 1.76
10 118 0.00339693 0.183223 1.76
10 119 0.010596 0.166039 1.76
10 120 0.0182087 0.150886 1.76
10 121 0.0239794 0.127591 1.76
10 122 0.0302243 0.113127 1.76
10 123 0.0372863 0.0910964 1.76
10 124 0.0407298 0.0725399 1.76
10 125 0.044144 0.0523712 1.76
10 126 0.045668 0.0256147 1.76
10 127 0.0508789 0.00726759 1.76
10 128 0.0560143 -0.0159826 1.76
10 129 0.0575582 -0.0374628 1.76
10 130 0.0626583 -0.060522 1.76
10 131 0.0656957 -0.0834702 1.76
10 132 0.06731 -0.105595 1.76
10 133 0.0685836 -0.128407 1.76
10 134 0.0692529 -0.152374 1.76
10 135 0.0688189 -0.177737 1.76
10 136 0.0639743 -0.203082 1.76
10 137 0.06076 -0.227489 1.76
10 138 0.053692 -0.255526 1.76
10 139 0.0473708 -0.284554 1.76
10 140 0.0408578 -0.312356 1.76
10 141 0.0372589 -0.344293 1.76
10 142 0.0320635 -0.375812 1.76
10 143 0.0272105 -0.403515 1.76
10 144 0.0269234 -0.434185 1.76
10 145 0.0279942 -0.46602 1.76
10 146 0.0306952 -0.499664 1.76
10 147 0.0361094 -0.535981 1.76
10 148 0.043644 -0.572173 1.76
10 149 0.0525836 -0.609006 1.76
10 150 0.0632111 -0.648605 1.76
10 151 0.0765805 -0.690383 1.76
10 152 0.0914393 -0.735312 1.76
10 153 0.106297 -0.782669 1.76
10 154 0.117043 -0.829103 1.76
10 155 0.123782 -0.872928 1.76
10 156 0.127835 -0.915379 1.76
10 157 0.130194 -0.95462 1.76
10 158 0.129218 -0.991126 1.76
10 159 0.128926 -1.02755 1.76
10 160 0.126741 -1.0611 1.76
10 161 0.124429 -1.09601 1.76
10 162 0.120451 -1.12914 1.76
10 163 0.113861 -1.15867 1.76
10 164 0.106221 -1.18963 1.76
10 165 0.0977701 -1.21928 1.76
10 166 0.092517 -1.25109 1.76
10 167 0.0907487 -1.28516 1.76
10 168 0.092527 -1.31979 1.76
10 169 0.0976631 -1.35255 1.76
10 170 0.105802 -1.38148 1.76
10 171 0.116303 -1.4081 1.76
10 172 0.129317 -1.4314 1.76
10 173 0.144585 -1.45058 1.76
10 174 0.161543 -1.46705 1.76
10 175 0.181582 -1.4827 1.76
10 176 0.203439 -1.4942 1.76
10 177 0.225321 -1.50368 1.76
10 178 0.248841 -1.51474 1.76
10 179 0.273151 -1.52812 1.76
10 180 0.299212 -1.5458 1.76
10 181 0.323035 -1.56343 1.76
10 182 0.345678 -1.57867 1.76
10 183 0.366654 -1.58962 1.76
10 184 0.38693 -1.59591 1.76
10 185 0.409427 -1.60088 1.76
10 186 0.43523 -1.60587 1.76
10 187 0.46248 -1.60921 1.76
10 188 0.492629 -1.60905 1.76
10 189 0.524907 -1.60664 1.76
10 190 0.559947 -1.60798 1.76
10 191 0.598488 -1.61274 1.76
10 192 0.639421 -1.6181 1.76
10 193 0.679057 -1.62506 1.76
10 194 0.716364 -1.63175 1.76
10 195 0.75395 -1.63873 1.76
10 196 0.792057 -1.64247 1.76
10 197 0.831619 -1.64774 1.76
10 198 0.873318 -1.65345 1.76
10 199 0.909113 -1.65253 1.76
10 200 0.946363 -1.64666 1.76
10 201 0.983775 -1.63638 1.76
10 202 1.02163 -1.62355 1.76
10 203 1.06106 -1.60653 1.76
10 204 1.09923 -1.58647 1.76
10 205 1.13917 -1.56438 1.76
10 206 1.18147 -1.5394 1.76
10 207 1.22402 -1.5138 1.76
10 208 1.26774 -1.48798 1.76
10 209 1.31457 -1.45923 1.76
10 210 1.3619 -1.43281 1.76
10 211 1.41313 -1.40822 1.76
10 212 1.46282 -1.38432 1.76
10 213 1.51366 -1.36457 1.76
10 214 1.56388 -1.3489 1.76
10 215 1.61738 -1.33504 1.76
10 216 1.664 -1.32103 1.76
10 217 1.709 -1.30474 1.76
10 218 1.75006 -1.28637 1.76
10 219 1.79268 -1.26437 1.76
10 220 1.83192 -1.24393 1.76
10 221 1.87032 -1.22124 1.76
10 222 1.91137 -1.19628 1.76
10 223 1.95287 -1.1713 1.76
10 224 1.9966 -1.14655 1.76
10 225 2.04682 -1.1259 1.76
10 226 2.10529 -1.10658 1.76
10 227 2.1688 -1.09111 1.76
10 228 2.23172 -1.07898 1.76
10 229 2.29057 -1.06564 1.76
11 0 -0.285493 0.156067 1.76
11 1 -0.28546 0.15436 1.76
11 2 -0.283633 0.154347 1.76
11 3 -0.281838 0.156043 1.76
11 4 -0.282993 0.159126 1.76
11 5 -0.285427 0.152652 1.76
11 6 -0.285228 0.142421 1.76
11 7 -0.285063 0.133908 1.76
11 8 -0.284964 0.128807 1.76
11 9 -0.288376 0.116948 1.76
11 10 -0.288119 0.105393 1.76
11 11 -0.287842 0.0898802 1.76
11 12 -0.283685 0.0629216 1.76
11 13 -0.281389 0.0377792 1.76
11 14 -0.27366 0.0110517 1.76
11 15 -0.26411 -0.0188648 1.76
11 16 -0.252708 -0.0552048 1.76
11 17 -0.236047 -0.0897048 1.76
11 18 -0.217799 -0.117502 1.76
11 19 -0.19592 -0.1597 1.76
11 20 -0.17409 -0.198463 1.76
11 21 -0.150936 -0.239938 1.76
11 22 -0.122537 -0.28279 1.76
11 23 -0.0978631 -0.325273 1.76
11 24 -0.07687 -0.364292 1.76
11 25 -0.0560451 -0.412241 1.76
11 26 -0.0336752 -0.456716 1.76
11 27 -0.0117643 -0.498451 1.76
11 28 0.00998315 -0.542095 1.76
11 29 0.0321758 -0.58653 1.76
11 30 0.0479796 -0.635424 1.76
11 31 0.0671568 -0.73647 1.76
11 32 0.0829942 -0.804814 1.76
11 33 0.0945161 -0.878676 1.76
11 34 0.102621 -0.95923 1.76
11 35 0.10145 -1.04195 1.76
11 36 0.104276 -1.12237 1.76
11 37 0.107875 -1.19728 1.76
11 38 0.111019 -1.269 1.76
11 39 0.114442 -1.33361 1.76
11 40 0.117447 -1.39479 1.76
11 41 0.124361 -1.46004 1.76
11 42 0.136501 -1.53566 1.76
11 43 0.155166 -1.62334 1.76
11 44 0.176835 -1.7131 1.76
11 45 0.200657 -1.80416 1.76
