# PeTrack project: 010_c_12_h0.pet
# raw trajectory file: 010_c_12_h0.trc
# framerate: 25 fps
# z: can be 3d position or height of person (alternating or not)
id frame x/m y/m z/m
5 171 -0.244718 0.313723 1.76
5 172 -0.232684 0.295784 1.76
5 173 -0.223217 0.27998 1.76
5 174 -0.2156 0.262493 1.76
5 175 -0.20252 0.248493 1.76
5 176 -0.196816 0.232848 1.76
5 177 -0.193382 0.221754 1.76
5 178 -0.185509 0.206857 1.76
5 179 -0.176215 0.194743 1.76
5 180 -0.168774 0.182667 1.76
5 181 -0.161335 0.168906 1.76
5 182 -0.153927 0.156887 1.76
5 183 -0.150024 0.143042 1.76
5 184 -0.142774 0.127851 1.76
5 185 -0.139023 0.110862 1.76
5 186 -0.131641 0.092212 1.76
5 187 -0.129725 0.0736622 1.76
5 188 -0.124161 0.0484482 1.76
5 189 -0.11681 0.0216717 1.76
5 190 -0.116712 -0.00160912 1.76
5 191 -0.111216 -0.0264767 1.76
5 192 -0.10467 -0.0509093 1.76
5 193 -0.0954572 -0.0731197 1.76
5 194 -0.0806034 -0.095601 1.76
5 195 -0.0734561 -0.115178 1.76
5 196 -0.0681148 -0.13791 1.76
5 197 -0.0645695 -0.158921 1.76
5 198 -0.0556541 -0.180624 1.76
5 199 -0.0558157 -0.200197 1.76
5 200 -0.05771 -0.219499 1.76
5 201 -0.055027 -0.238726 1.76
5 202 -0.0523153 -0.257977 1.76
5 203 -0.047082 -0.276956 1.76
5 204 -0.0366307 -0.302173 1.76
5 205 -0.0262228 -0.32571 1.76
5 206 -0.0193556 -0.350673 1.76
5 207 -0.0125209 -0.375517 1.76
5 208 -0.00920611 -0.4033 1.76
5 209 -0.00761994 -0.427862 1.76
5 210 -0.00432494 -0.453842 1.76
5 211 -0.00446035 -0.475125 1.76
5 212 -0.0048814 -0.498612 1.76
5 213 -0.00633694 -0.521597 1.76
5 214 -0.00882891 -0.546061 1.76
5 215 -0.0121327 -0.570668 1.76
5 216 -0.0169781 -0.598674 1.76
5 217 -0.0237889 -0.630847 1.76
5 218 -0.0333781 -0.669491 1.76
5 219 -0.0456618 -0.711653 1.76
5 220 -0.0555501 -0.752814 1.76
5 221 -0.0624748 -0.791261 1.76
5 222 -0.0682117 -0.827439 1.76
5 223 -0.0678826 -0.859258 1.76
5 224 -0.0639655 -0.892177 1.76
5 225 -0.0587534 -0.924994 1.76
5 226 -0.0521333 -0.957081 1.76
5 227 -0.0455749 -0.989994 1.76
5 228 -0.0391256 -1.02168 1.76
5 229 -0.0323768 -1.05319 1.76
5 230 -0.0228386 -1.08249 1.76
5 231 -0.0101898 -1.11097 1.76
5 232 0.0059869 -1.1402 1.76
5 233 0.0224533 -1.17036 1.76
5 234 0.0400347 -1.2024 1.76
5 235 0.0579253 -1.23881 1.76
6 0 -0.0967586 1.78039 1.76
6 1 -0.0967586 1.78039 1.76
6 2 -0.0946659 1.78037 1.76
6 3 -0.0946659 1.78037 1.76
6 4 -0.0946659 1.78037 1.76
6 5 -0.0946697 1.78261 1.76
6 6 -0.0946697 1.78261 1.76
6 7 -0.0946697 1.78261 1.76
6 8 -0.0925767 1.78259 1.76
6 9 -0.0925767 1.78259 1.76
6 10 -0.088388 1.78031 1.76
6 11 -0.088388 1.78031 1.76
6 12 -0.088388 1.78031 1.76
6 13 -0.088388 1.78031 1.76
6 14 -0.0883801 1.7736 1.76
6 15 -0.0883801 1.7736 1.76
6 16 -0.0946472 1.76919 1.76
6 17 -0.0925496 1.7647 1.76
6 18 -0.0946249 1.7558 1.76
6 19 -0.0946174 1.75134 1.76
6 20 -0.0946099 1.74688 1.76
6 21 -0.0966808 1.738 1.76
6 22 -0.0966644 1.72911 1.76
6 23 -0.096648 1.72023 1.76
6 24 -0.0966278 1.70916 1.76
6 25 -0.0945205 1.69366 1.76
6 26 -0.0882636 1.67596 1.76
6 27 -0.0820241 1.65832 1.76
6 28 -0.0737316 1.63413 1.76
6 29 -0.0654674 1.6144 1.76
6 30 -0.0551758 1.58819 1.76
6 31 -0.0428743 1.5599 1.76
6 32 -0.032673 1.53391 1.76
6 33 -0.0163881 1.50369 1.76
6 34 -0.00019345 1.47148 1.76
6 35 0.0159636 1.4458 1.76
6 36 0.03407 1.41809 1.76
6 37 0.0500258 1.38631 1.76
6 38 0.0598539 1.35684 1.76
6 39 0.0756909 1.32745 1.76
6 40 0.0883039 1.29607 1.76
6 41 0.101056 1.26502 1.76
6 42 0.104687 1.23821 1.76
6 43 0.102392 1.21772 1.76
6 44 0.0940569 1.19326 1.76
6 45 0.0838139 1.17297 1.76
6 46 0.0696011 1.15076 1.76
6 47 0.0486251 1.12574 1.76
6 48 0.0283297 1.10041 1.76
6 49 0.00690656 1.07932 1.76
6 50 -0.0144295 1.05694 1.76
6 51 -0.0381896 1.03522 1.76
6 52 -0.0618653 1.01357 1.76
6 53 -0.0976267 0.987366 1.76
6 54 -0.118407 0.962095 1.76
6 55 -0.14404 0.933528 1.76
6 56 -0.175037 0.900625 1.76
6 57 -0.205885 0.869834 1.76
6 58 -0.234635 0.839185 1.76
6 59 -0.259337 0.806749 1.76
6 60 -0.283938 0.776393 1.76
6 61 -0.304789 0.75754 1.76
6 62 -0.326228 0.733457 1.76
6 63 -0.336432 0.708638 1.76
6 64 -0.345857 0.682719 1.76
6 65 -0.358075 0.652608 1.76
6 66 -0.361106 0.621029 1.76
6 67 -0.366113 0.593323 1.76
6 68 -0.365503 0.569383 1.76
6 69 -0.357555 0.554646 1.76
6 70 -0.34778 0.541761 1.76
6 71 -0.332401 0.53069 1.76
6 72 -0.313315 0.521435 1.76
6 73 -0.295397 0.509257 1.76
6 74 -0.271369 0.497497 1.76
6 75 -0.252329 0.484673 1.76
6 76 -0.227669 0.470032 1.76
6 77 -0.199298 0.453601 1.76
6 78 -0.169119 0.435409 1.76
6 79 -0.139038 0.417275 1.76
6 80 -0.107552 0.392308 1.76
6 81 -0.0828795 0.368776 1.76
6 82 -0.0605531 0.347371 1.76
6 83 -0.0420308 0.322555 1.76
6 84 -0.0291545 0.294383 1.76
6 85 -0.0200092 0.271606 1.76
6 86 -0.0145942 0.247211 1.76
6 87 -0.0147084 0.224688 1.76
6 88 -0.0148219 0.202256 1.76
6 89 -0.0149521 0.176486 1.76
6 90 -0.0223713 0.154297 1.76
6 91 -0.0297545 0.133897 1.76
6 92 -0.0371212 0.110184 1.76
6 93 -0.044456 0.0865729 1.76
6 94 -0.04815 0.056327 1.76
6 95 -0.0464032 0.0278806 1.76
6 96 -0.0446771 -0.00539402 1.76
6 97 -0.0429531 -0.0351698 1.76
6 98 -0.0376726 -0.069722 1.76
6 99 -0.0288448 -0.100819 1.76
6 100 -0.0236336 -0.133335 1.76
6 101 -0.016672 -0.164053 1.76
6 102 -0.00443362 -0.193029 1.76
6 103 0.00417602 -0.226601 1.76
6 104 0.0162605 -0.258399 1.76
6 105 0.0335158 -0.29161 1.76
6 106 0.0489156 -0.3246 1.76
6 107 0.0641991 -0.358933 1.76
6 108 0.0758466 -0.397644 1.76
6 109 0.0857253 -0.432997 1.76
6 110 0.0808923 -0.471491 1.76
6 111 0.08115 -0.507192 1.76
6 112 0.0815321 -0.54316 1.76
6 113 0.0776441 -0.577336 1.76
6 114 0.0728123 -0.611131 1.76
6 115 0.0660494 -0.643516 1.76
6 116 0.0587389 -0.676976 1.76
6 117 0.051351 -0.709723 1.76
6 118 0.0400206 -0.740161 1.76
6 119 0.0265809 -0.769291 1.76
6 120 0.0105339 -0.797239 1.76
6 121 -0.00606925 -0.827492 1.76
6 122 -0.0234925 -0.863542 1.76
6 123 -0.0405346 -0.900954 1.76
6 124 -0.0521403 -0.937444 1.76
6 125 -0.0590922 -0.975092 1.76
6 126 -0.0630129 -1.01249 1.76
6 127 -0.0653846 -1.0501 1.76
6 128 -0.0636494 -1.08875 1.76
6 129 -0.0595305 -1.12707 1.76
6 130 -0.051182 -1.1652 1.76
6 131 -0.0382094 -1.20333 1.76
6 132 -0.0232178 -1.23951 1.76
6 133 -0.00697007 -1.27586 1.76
6 134 0.0108821 -1.31115 1.76
6 135 0.029961 -1.34374 1.76
6 136 0.0489952 -1.37764 1.76
6 137 0.0670892 -1.41738 1.76
6 138 0.0830664 -1.46439 1.76
6 139 0.0936076 -1.51459 1.76
6 140 0.0969025 -1.5634 1.76
6 141 0.0959648 -1.60781 1.76
6 142 0.0921704 -1.65277 1.76
6 143 0.084925 -1.70032 1.76
6 144 0.0751086 -1.74809 1.76
6 145 0.0658335 -1.79851 1.76
7 0 -0.153263 1.14444 1.76
7 1 -0.155239 1.14243 1.76
7 2 -0.155225 1.14041 1.76
7 3 -0.155212 1.13838 1.76
7 4 -0.155212 1.13838 1.76
7 5 -0.155212 1.13838 1.76
7 6 -0.155198 1.13636 1.76
7 7 -0.155198 1.13636 1.76
7 8 -0.155198 1.13636 1.76
7 9 -0.15321 1.13635 1.76
7 10 -0.15321 1.13635 1.76
7 11 -0.15321 1.13635 1.76
7 12 -0.147245 1.1363 1.76
7 13 -0.147245 1.1363 1.76
7 14 -0.145256 1.13628 1.76
7 15 -0.145269 1.1383 1.76
7 16 -0.14128 1.13625 1.76
7 17 -0.139303 1.13826 1.76
7 18 -0.136714 1.13666 1.76
7 19 -0.135594 1.13617 1.76
7 20 -0.130696 1.13629 1.76
7 21 -0.129351 1.13616 1.76
7 22 -0.124544 1.13337 1.76
7 23 -0.12337 1.13207 1.76
7 24 -0.117385 1.12597 1.76
7 25 -0.115378 1.1199 1.76
7 26 -0.111384 1.10887 1.76
7 27 -0.107378 1.09971 1.76
7 28 -0.105275 1.08894 1.76
7 29 -0.103674 1.07786 1.76
7 30 -0.0988661 1.06694 1.76
7 31 -0.101307 1.04765 1.76
7 32 -0.101268 1.03173 1.76
7 33 -0.10122 1.0119 1.76
7 34 -0.105091 0.988211 1.76
7 35 -0.110906 0.964631 1.76
7 36 -0.114736 0.939171 1.76
7 37 -0.120509 0.915783 1.76
7 38 -0.124293 0.888588 1.76
7 39 -0.129985 0.857669 1.76
7 40 -0.131782 0.828802 1.76
7 41 -0.131627 0.798148 1.76
7 42 -0.131482 0.769554 1.76
7 43 -0.129414 0.741084 1.76
7 44 -0.125437 0.712736 1.76
7 45 -0.119325 0.689573 1.76
7 46 -0.111565 0.672433 1.76
7 47 -0.102254 0.652609 1.76
7 48 -0.0871876 0.640544 1.76
7 49 -0.073615 0.624507 1.76
7 50 -0.0622004 0.611453 1.76
7 51 -0.0481135 0.596341 1.76
7 52 -0.0356692 0.579881 1.76
7 53 -0.0262503 0.563269 1.76
7 54 -0.0149581 0.548522 1.76
7 55 -0.00749368 0.530189 1.76
7 56 0.00374179 0.515527 1.76
7 57 0.00361091 0.495538 1.76
7 58 0.0128515 0.471939 1.76
7 59 0.0183609 0.455664 1.76
7 60 0.0275224 0.430434 1.76
7 61 0.0385467 0.408876 1.76
7 62 0.049491 0.383841 1.76
7 63 0.062226 0.357133 1.76
7 64 0.0767101 0.327016 1.76
7 65 0.0862799 0.2986 1.76
7 66 0.0929341 0.270871 1.76
7 67 0.101722 0.244582 1.76
7 68 0.108732 0.219362 1.76
7 69 0.11565 0.193809 1.76
7 70 0.120246 0.16678 1.76
7 71 0.119377 0.147997 1.76
7 72 0.123327 0.119805 1.76
7 73 0.122748 0.0972904 1.76
7 74 0.116889 0.0685791 1.76
7 75 0.114597 0.0452151 1.76
7 76 0.102606 0.0139195 1.76
7 77 0.0902526 -0.0112353 1.76
7 78 0.0681994 -0.0474116 1.76
7 79 0.0552271 -0.0834039 1.76
7 80 0.0423748 -0.115911 1.76
7 81 0.0224935 -0.148176 1.76
7 82 0.0133328 -0.183524 1.76
7 83 -0.00101038 -0.210633 1.76
7 84 -0.0117487 -0.236039 1.76
7 85 -0.0259452 -0.259721 1.76
7 86 -0.0313192 -0.286499 1.76
7 87 -0.0348953 -0.306886 1.76
7 88 -0.0402094 -0.328745 1.76
7 89 -0.0368209 -0.361434 1.76
7 90 -0.0351733 -0.38928 1.76
7 91 -0.0283449 -0.418544 1.76
7 92 -0.0198499 -0.452228 1.76
7 93 -0.00626989 -0.483634 1.76
7 94 0.0107366 -0.518959 1.76
7 95 0.0301757 -0.556954 1.76
7 96 0.049229 -0.598486 1.76
7 97 0.07111 -0.640197 1.76
7 98 0.0884089 -0.679734 1.76
7 99 0.10063 -0.712626 1.76
7 100 0.111247 -0.74538 1.76
7 101 0.117057 -0.776384 1.76
7 102 0.121836 -0.804147 1.76
7 103 0.124577 -0.83615 1.76
7 104 0.125997 -0.86657 1.76
7 105 0.12428 -0.899296 1.76
7 106 0.122343 -0.93067 1.76
7 107 0.11669 -0.961221 1.76
7 108 0.108548 -0.993076 1.76
7 109 0.0952044 -1.02575 1.76
7 110 0.0809859 -1.05981 1.76
7 111 0.0627513 -1.09783 1.76
7 112 0.045483 -1.14153 1.76
7 113 0.0285998 -1.18803 1.76
7 114 0.0161807 -1.23362 1.76
7 115 0.00523716 -1.2713 1.76
7 116 -0.00197705 -1.30838 1.76
7 117 -0.00458774 -1.34157 1.76
7 118 -0.00406822 -1.37463 1.76
7 119 -0.00168664 -1.40637 1.76
7 120 0.00483423 -1.43723 1.76
7 121 0.0123683 -1.46883 1.76
7 122 0.0191148 -1.49971 1.76
7 123 0.0286455 -1.52977 1.76
7 124 0.0357315 -1.55863 1.76
7 125 0.0449583 -1.58653 1.76
7 126 0.0578752 -1.61448 1.76
7 127 0.0744746 -1.64384 1.76
7 128 0.0938535 -1.67718 1.76
7 129 0.112462 -1.71706 1.76
7 130 0.132615 -1.75636 1.76
7 131 0.151482 -1.79458 1.76
7 132 0.16354 -1.83305 1.76
8 0 -0.182616 0.671868 1.76
8 1 -0.182616 0.671868 1.76
8 2 -0.182616 0.671868 1.76
8 3 -0.180721 0.673725 1.76
8 4 -0.179907 0.668483 1.76
8 5 -0.180703 0.671854 1.76
8 6 -0.179704 0.667173 1.76
8 7 -0.179704 0.667173 1.76
8 8 -0.178791 0.67184 1.76
8 9 -0.178791 0.67184 1.76
8 10 -0.178791 0.67184 1.76
8 11 -0.178756 0.668101 1.76
8 12 -0.177758 0.663423 1.76
8 13 -0.178722 0.664364 1.76
8 14 -0.178688 0.660629 1.76
8 15 -0.17867 0.658762 1.76
8 16 -0.180511 0.651317 1.76
8 17 -0.180424 0.642006 1.76
8 18 -0.180302 0.628995 1.76
8 19 -0.179339 0.616378 1.76
8 20 -0.18388 0.604936 1.76
8 21 -0.184563 0.587736 1.76
8 22 -0.190763 0.566768 1.76
8 23 -0.19368 0.545853 1.76
8 24 -0.197454 0.525675 1.76
8 25 -0.206727 0.501466 1.76
8 26 -0.212178 0.47838 1.76
8 27 -0.21621 0.455521 1.76
8 28 -0.228975 0.428654 1.76
8 29 -0.234259 0.405432 1.76
8 30 -0.23574 0.378721 1.76
8 31 -0.235405 0.355662 1.76
8 32 -0.235071 0.332697 1.76
8 33 -0.229179 0.309787 1.76
8 34 -0.224819 0.284673 1.76
8 35 -0.215622 0.264233 1.76
8 36 -0.209805 0.241602 1.76
8 37 -0.200316 0.217309 1.76
8 38 -0.190868 0.193122 1.76
8 39 -0.175424 0.164142 1.76
8 40 -0.161042 0.133074 1.76
8 41 -0.142575 0.0973518 1.76
8 42 -0.124976 0.0581416 1.76
8 43 -0.107774 0.0182804 1.76
8 44 -0.0880256 -0.0275853 1.76
8 45 -0.0788438 -0.0612593 1.76
8 46 -0.0732369 -0.0927445 1.76
8 47 -0.0734551 -0.120051 1.76
8 48 -0.0734463 -0.152415 1.76
8 49 -0.0752058 -0.190986 1.76
8 50 -0.0751878 -0.23247 1.76
8 51 -0.0751676 -0.278359 1.76
8 52 -0.0716511 -0.331675 1.76
8 53 -0.0646914 -0.378296 1.76
8 54 -0.0554246 -0.436328 1.76
8 55 -0.0369966 -0.491505 1.76
8 56 -0.0145348 -0.54854 1.76
8 57 0.0120922 -0.603517 1.76
8 58 0.0403342 -0.652466 1.76
8 59 0.0663724 -0.695358 1.76
8 60 0.0911353 -0.737732 1.76
8 61 0.113835 -0.786646 1.76
8 62 0.126524 -0.838225 1.76
8 63 0.13578 -0.890507 1.76
8 64 0.139158 -0.945061 1.76
8 65 0.140161 -0.995064 1.76
8 66 0.136646 -1.04513 1.76
8 67 0.131262 -1.09315 1.76
8 68 0.124054 -1.14095 1.76
8 69 0.111118 -1.18865 1.76
8 70 0.0995699 -1.23596 1.76
8 71 0.0882244 -1.28165 1.76
8 72 0.0754463 -1.33051 1.76
8 73 0.0674525 -1.38723 1.76
8 74 0.0575385 -1.45147 1.76
8 75 0.063148 -1.52543 1.76
8 76 0.0725399 -1.59387 1.76
8 77 0.0844351 -1.65791 1.76
8 78 0.0999589 -1.71685 1.76
8 79 0.118689 -1.77271 1.76
8 80 0.137597 -1.8361 1.76
9 0 -0.257578 2.62129 1.76
9 1 -0.258355 2.62102 1.76
9 2 -0.257983 2.62024 1.76
9 3 -0.260073 2.62081 1.76
9 4 -0.260019 2.61748 1.76
9 5 -0.260019 2.61748 1.76
9 6 -0.259786 2.61671 1.76
9 7 -0.259786 2.61671 1.76
9 8 -0.258551 2.61737 1.76
9 9 -0.260645 2.61335 1.76
9 10 -0.260466 2.61268 1.76
9 11 -0.260288 2.61201 1.76
9 12 -0.259964 2.61114 1.76
9 13 -0.260048 2.60909 1.76
9 14 -0.259076 2.60769 1.76
9 15 -0.258553 2.60784 1.76
9 16 -0.257245 2.60392 1.76
9 17 -0.257315 2.60314 1.76
9 18 -0.252658 2.59968 1.76
9 19 -0.252328 2.59754 1.76
9 20 -0.249388 2.59626 1.76
9 21 -0.245931 2.59557 1.76
9 22 -0.240755 2.59247 1.76
9 23 -0.236672 2.58795 1.76
9 24 -0.2316 2.58735 1.76
9 25 -0.226875 2.57987 1.76
9 26 -0.222456 2.57268 1.76
9 27 -0.218022 2.56455 1.76
9 28 -0.217916 2.55449 1.76
9 29 -0.217706 2.53442 1.76
9 30 -0.219787 2.52193 1.76
9 31 -0.226259 2.50701 1.76
9 32 -0.237103 2.48967 1.76
9 33 -0.247919 2.47237 1.76
9 34 -0.263147 2.45764 1.76
9 35 -0.27838 2.44541 1.76
9 36 -0.295743 2.43075 1.76
9 37 -0.308678 2.41608 1.76
9 38 -0.321585 2.40144 1.76
9 39 -0.332272 2.38682 1.76
9 40 -0.340845 2.3771 1.76
9 41 -0.34692 2.35272 1.76
9 42 -0.354038 2.33767 1.76
9 43 -0.355257 2.3333 1.76
9 44 -0.357032 2.31389 1.76
9 45 -0.35465 2.30418 1.76
9 46 -0.351773 2.27033 1.76
9 47 -0.347182 2.25825 1.76
9 48 -0.345767 2.22361 1.76
9 49 -0.333136 2.20542 1.76
9 50 -0.323952 2.17676 1.76
9 51 -0.31029 2.13636 1.76
9 52 -0.293546 2.08632 1.76
9 53 -0.265942 2.04448 1.76
9 54 -0.241854 1.99783 1.76
9 55 -0.217934 1.95152 1.76
9 56 -0.200567 1.91014 1.76
9 57 -0.180489 1.86844 1.76
9 58 -0.174686 1.84404 1.76
9 59 -0.164407 1.82088 1.76
9 60 -0.157523 1.79212 1.76
9 61 -0.157406 1.7742 1.76
9 62 -0.152322 1.74628 1.76
9 63 -0.151795 1.72213 1.76
9 64 -0.159021 1.70305 1.76
9 65 -0.162995 1.6766 1.76
9 66 -0.171063 1.64591 1.76
9 67 -0.177062 1.61971 1.76
9 68 -0.187161 1.59365 1.76
9 69 -0.197198 1.56553 1.76
9 70 -0.211321 1.53972 1.76
9 71 -0.225353 1.51212 1.76
9 72 -0.23562 1.48111 1.76
9 73 -0.253135 1.44802 1.76
9 74 -0.271248 1.41707 1.76
9 75 -0.2861 1.3869 1.76
9 76 -0.297244 1.35968 1.76
9 77 -0.305094 1.33515 1.76
9 78 -0.311641 1.30977 1.76
9 79 -0.315795 1.28763 1.76
9 80 -0.318296 1.26645 1.76
9 81 -0.31817 1.25045 1.76
9 82 -0.31441 1.23048 1.76
9 83 -0.306848 1.21284 1.76
9 84 -0.29707 1.19743 1.76
9 85 -0.287256 1.18406 1.76
9 86 -0.270004 1.16859 1.76
9 87 -0.258177 1.15328 1.76
9 88 -0.25266 1.13915 1.76
9 89 -0.24169 1.1225 1.76
9 90 -0.2367 1.10595 1.76
9 91 -0.237638 1.08748 1.76
9 92 -0.243682 1.06671 1.76
9 93 -0.244961 1.04558 1.76
9 94 -0.256057 1.0226 1.76
9 95 -0.266382 1.00327 1.76
9 96 -0.283171 0.981689 1.76
9 97 -0.299651 0.962416 1.76
9 98 -0.316857 0.946346 1.76
9 99 -0.329887 0.925051 1.76
9 100 -0.339841 0.902838 1.76
9 101 -0.345973 0.881143 1.76
9 102 -0.348374 0.859345 1.76
9 103 -0.350104 0.834352 1.76
9 104 -0.351139 0.815282 1.76
9 105 -0.351208 0.794851 1.76
9 106 -0.350366 0.772773 1.76
9 107 -0.345882 0.743778 1.76
9 108 -0.344411 0.730001 1.76
9 109 -0.338223 0.703008 1.76
9 110 -0.337007 0.68614 1.76
9 111 -0.335499 0.667375 1.76
9 112 -0.327668 0.639057 1.76
9 113 -0.320143 0.617322 1.76
9 114 -0.318619 0.592981 1.76
9 115 -0.304837 0.568948 1.76
9 116 -0.293809 0.538304 1.76
9 117 -0.287868 0.513169 1.76
9 118 -0.288153 0.48855 1.76
9 119 -0.287742 0.466847 1.76
9 120 -0.287299 0.443427 1.76
9 121 -0.286857 0.420104 1.76
9 122 -0.286484 0.400444 1.76
9 123 -0.286045 0.377296 1.76
9 124 -0.280026 0.354203 1.76
9 125 -0.277745 0.331231 1.76
9 126 -0.271799 0.310083 1.76
9 127 -0.271486 0.292551 1.76
9 128 -0.263785 0.275023 1.76
9 129 -0.25686 0.257973 1.76
9 130 -0.250351 0.243614 1.76
9 131 -0.244555 0.226252 1.76
9 132 -0.23707 0.21756 1.76
9 133 -0.225923 0.208856 1.76
9 134 -0.212937 0.198433 1.76
9 135 -0.199996 0.189748 1.76
9 136 -0.183359 0.175906 1.76
9 137 -0.166824 0.168942 1.76
9 138 -0.150297 0.160279 1.76
9 139 -0.135592 0.146525 1.76
9 140 -0.127738 0.132987 1.76
9 141 -0.115386 0.115788 1.76
9 142 -0.109858 0.0971344 1.76
9 143 -0.106329 0.0781194 1.76
9 144 -0.097039 0.0566489 1.76
9 145 -0.0987007 0.0322612 1.76
9 146 -0.110223 0.00698369 1.76
9 147 -0.104063 -0.0149491 1.76
9 148 -0.111154 -0.0429682 1.76
9 149 -0.120138 -0.0669634 1.76
9 150 -0.127399 -0.0930179 1.76
9 151 -0.125348 -0.115529 1.76
9 152 -0.124171 -0.137877 1.76
9 153 -0.11666 -0.156691 1.76
9 154 -0.108811 -0.176789 1.76
9 155 -0.100838 -0.201227 1.76
9 156 -0.0900933 -0.229101 1.76
9 157 -0.0751795 -0.251507 1.76
9 158 -0.0600412 -0.281665 1.76
9 159 -0.0463649 -0.30572 1.76
9 160 -0.0262557 -0.333511 1.76
9 161 0.00323714 -0.360123 1.76
9 162 0.00826906 -0.381978 1.76
9 163 0.0225761 -0.405549 1.76
9 164 0.0442292 -0.432759 1.76
9 165 0.0510742 -0.461929 1.76
9 166 0.0546187 -0.492216 1.76
9 167 0.0584799 -0.523021 1.76
9 168 0.0578854 -0.553886 1.76
9 169 0.0564677 -0.585835 1.76
9 170 0.0535044 -0.616072 1.76
9 171 0.0470331 -0.648398 1.76
9 172 0.0382494 -0.681498 1.76
9 173 0.0294737 -0.713196 1.76
9 174 0.0170034 -0.750768 1.76
9 175 0.00633622 -0.788869 1.76
9 176 0.0012474 -0.827446 1.76
9 177 0.00125105 -0.863537 1.76
9 178 0.00675713 -0.9024 1.76
9 179 0.0159411 -0.943855 1.76
9 180 0.0279088 -0.986375 1.76
9 181 0.0423413 -1.02856 1.76
9 182 0.0593335 -1.06698 1.76
9 183 0.079304 -1.10144 1.76
9 184 0.098761 -1.12978 1.76
9 185 0.117292 -1.15454 1.76
9 186 0.134385 -1.18147 1.76
9 187 0.147301 -1.21075 1.76
9 188 0.157514 -1.24547 1.76
9 189 0.165654 -1.28333 1.76
9 190 0.173498 -1.32056 1.76
9 191 0.18008 -1.35422 1.76
9 192 0.186027 -1.38405 1.76
9 193 0.189518 -1.4101 1.76
9 194 0.191703 -1.43121 1.76
9 195 0.191695 -1.44817 1.76
9 196 0.189686 -1.46258 1.76
9 197 0.183101 -1.47508 1.76
9 198 0.175408 -1.49133 1.76
9 199 0.17139 -1.51812 1.76
9 200 0.164585 -1.54534 1.76
9 201 0.163502 -1.57883 1.76
9 202 0.167251 -1.61552 1.76
9 203 0.17525 -1.65426 1.76
9 204 0.188726 -1.69017 1.76
9 205 0.207333 -1.72154 1.76
9 206 0.225076 -1.7495 1.76
9 207 0.246607 -1.77255 1.76
9 208 0.271576 -1.79223 1.76
9 209 0.303146 -1.80895 1.76
9 210 0.335844 -1.82279 1.76
9 211 0.373252 -1.83752 1.76
9 212 0.415277 -1.85375 1.76
10 0 -0.283449 2.20736 1.76
10 1 -0.283449 2.20736 1.76
10 2 -0.283449 2.20736 1.76
10 3 -0.283412 2.20498 1.76
10 4 -0.281249 2.20495 1.76
10 5 -0.281213 2.20257 1.76
10 6 -0.281175 2.20018 1.76
10 7 -0.281139 2.1978 1.76
10 8 -0.276781 2.19538 1.76
10 9 -0.276745 2.19299 1.76
10 10 -0.274514 2.18821 1.76
10 11 -0.274477 2.18583 1.76
10 12 -0.274441 2.18345 1.76
10 13 -0.274406 2.18107 1.76
10 14 -0.27437 2.17869 1.76
10 15 -0.272177 2.1763 1.76
10 16 -0.272106 2.17155 1.76
10 17 -0.272071 2.16917 1.76
10 18 -0.272035 2.1668 1.76
10 19 -0.27193 2.15968 1.76
10 20 -0.270467 2.15519 1.76
10 21 -0.269566 2.14546 1.76
10 22 -0.271577 2.13602 1.76
10 23 -0.271437 2.12657 1.76
10 24 -0.271191 2.11008 1.76
10 25 -0.271051 2.10068 1.76
10 26 -0.270841 2.08659 1.76
10 27 -0.272737 2.07022 1.76
10 28 -0.274592 2.05155 1.76
10 29 -0.27854 2.03062 1.76
10 30 -0.280382 2.01207 1.76
10 31 -0.282145 1.98894 1.76
10 32 -0.285951 1.9613 1.76
10 33 -0.289188 1.93525 1.76
10 34 -0.295549 1.90183 1.76
10 35 -0.297075 1.86773 1.76
10 36 -0.302677 1.82708 1.76
10 37 -0.304175 1.79337 1.76
10 38 -0.305666 1.75983 1.76
10 39 -0.309314 1.73092 1.76
10 40 -0.310865 1.70212 1.76
10 41 -0.310416 1.67784 1.76
10 42 -0.309967 1.65365 1.76
10 43 -0.30952 1.62955 1.76
10 44 -0.305024 1.60986 1.76
10 45 -0.302526 1.58591 1.76
10 46 -0.295997 1.56634 1.76
10 47 -0.295579 1.54257 1.76
10 48 -0.290893 1.51886 1.76
10 49 -0.286559 1.49522 1.76
10 50 -0.277884 1.46524 1.76
10 51 -0.271353 1.43967 1.76
10 52 -0.263646 1.40734 1.76
10 53 -0.250766 1.37693 1.76
10 54 -0.238808 1.34895 1.76
10 55 -0.223058 1.32155 1.76
10 56 -0.210668 1.29651 1.76
10 57 -0.198307 1.26951 1.76
10 58 -0.181989 1.24259 1.76
10 59 -0.17373 1.2138 1.76
10 60 -0.166301 1.1858 1.76
10 61 -0.161325 1.15868 1.76
10 62 -0.153196 1.13432 1.76
10 63 -0.145124 1.11409 1.76
10 64 -0.137089 1.09593 1.76
10 65 -0.133025 1.07585 1.76
10 66 -0.132925 1.05587 1.76
10 67 -0.132836 1.03794 1.76
10 68 -0.132716 1.01412 1.76
10 69 -0.132597 0.990397 1.76
10 70 -0.132488 0.968729 1.76
10 71 -0.132369 0.945179 1.76
10 72 -0.129265 0.925563 1.76
10 73 -0.12437 0.906075 1.76
10 74 -0.120877 0.888484 1.76
