#This is an automatically generated trajectory file
#that is supposed to move points away from walls 
# PeTrack project: 020_c_12_h+.pet
# raw trajectory file: 020_c_12_h+.trc
# framerate: 25 fps
# z: can be 3d position or height of person (alternating or not)
id frame x/m y/m z/m
1	0	0.4078	0.1692	1.76
1	1	0.4072	0.169	1.76
1	2	0.4073	0.1668	1.76
1	3	0.4075	0.1624	1.76
1	4	0.4053	0.1596	1.76
1	5	0.4037	0.1548	1.76
1	6	0.4011	0.1489	1.76
1	7	0.397	0.143	1.76
1	8	0.3916	0.1365	1.76
1	9	0.3857	0.1294	1.76
1	10	0.3785	0.1215	1.76
1	11	0.3708	0.1122	1.76
1	12	0.3627	0.1016	1.76
1	13	0.3539	0.0918	1.76
1	14	0.3444	0.0819	1.76
1	15	0.3337	0.0722	1.76
1	16	0.3126	0.0581	1.76
1	17	0.3024	0.055	1.76
1	18	0.2935	0.0497	1.76
1	19	0.2832	0.0464	1.76
1	20	0.2639	0.0321	1.76
1	21	0.2428	0.0175	1.76
1	22	0.2315	0.0019	1.76
1	23	0.2178	-0.0168	1.76
1	24	0.2044	-0.0357	1.76
1	25	0.1942	-0.0562	1.76
1	26	0.1888	-0.0662	1.76
1	27	0.1892	-0.076	1.76
1	28	0.1926	-0.0852	1.76
1	29	0.1975	-0.1036	1.76
1	30	0.1929	-0.1251	1.76
1	31	0.187	-0.1479	1.76
1	32	0.1776	-0.1733	1.76
1	33	0.1723	-0.1981	1.76
1	34	0.1689	-0.2237	1.76
1	35	0.1658	-0.2481	1.76
1	36	0.1658	-0.2746	1.76
1	37	0.1638	-0.2996	1.76
1	38	0.1619	-0.3261	1.76
1	39	0.1599	-0.3507	1.76
1	40	0.1578	-0.3771	1.76
1	41	0.1566	-0.4095	1.76
1	42	0.1554	-0.4444	1.76
1	43	0.1542	-0.484	1.76
1	44	0.1529	-0.5245	1.76
1	45	0.1523	-0.5711	1.76
1	46	0.1528	-0.6216	1.76
1	47	0.1539	-0.673	1.76
1	48	0.1554	-0.7216	1.76
1	49	0.157	-0.7661	1.76
1	50	0.1583	-0.8072	1.76
1	51	0.1591	-0.8484	1.76
1	52	0.1593	-0.8909	1.76
1	53	0.167	-0.935	1.76
1	54	0.1745	-0.9798	1.76
1	55	0.1818	-1.0229	1.76
1	56	0.1819	-1.0627	1.76
1	57	0.1821	-1.0982	1.76
1	58	0.1836	-1.1311	1.76
1	59	0.1866	-1.1634	1.76
1	60	0.1929	-1.1977	1.76
1	61	0.2027	-1.2345	1.76
1	62	0.2151	-1.2738	1.76
1	63	0.2283	-1.3127	1.76
1	64	0.2407	-1.3498	1.76
1	65	0.2523	-1.3834	1.76
1	66	0.2639	-1.4146	1.76
1	67	0.277	-1.4441	1.76
1	68	0.2922	-1.4722	1.76
1	69	0.3095	-1.4981	1.76
1	70	0.3272	-1.5217	1.76
1	71	0.3436	-1.5432	1.76
1	72	0.3572	-1.5618	1.76
1	73	0.3685	-1.5759	1.76
1	74	0.3785	-1.5861	1.76
1	75	0.3893	-1.594	1.76
1	76	0.4041	-1.603	1.76
1	77	0.4255	-1.6131	1.76
1	78	0.4552	-1.6236	1.76
1	79	0.493	-1.6331	1.76
1	80	0.5378	-1.6412	1.76
1	81	0.5877	-1.6471	1.76
1	82	0.64	-1.6498	1.76
1	83	0.6936	-1.649	1.76
1	84	0.7477	-1.6456	1.76
1	85	0.8024	-1.6397	1.76
1	86	0.8568	-1.6312	1.76
1	87	0.9111	-1.6189	1.76
1	88	0.9659	-1.6035	1.76
1	89	1.0222	-1.5847	1.76
1	90	1.081	-1.5636	1.76
1	91	1.1439	-1.5421	1.76
1	92	1.2115	-1.5218	1.76
1	93	1.2824	-1.5042	1.76
1	94	1.3551	-1.4888	1.76
1	95	1.4284	-1.473	1.76
1	96	1.5032	-1.4585	1.76
1	97	1.5793	-1.4445	1.76
1	98	1.6564	-1.432	1.76
1	99	1.7332	-1.417	1.76
1	100	1.8099	-1.3967	1.76
1	101	1.8848	-1.3715	1.76
1	102	1.9575	-1.3408	1.76
1	103	2.1076	-1.2877	1.76
1	104	2.1691	-1.244	1.76
1	105	2.2355	-1.2005	1.76
2	0	0.4303	1.405	1.76
2	1	0.4313	1.4055	1.76
2	2	0.4328	1.4046	1.76
2	3	0.4335	1.4011	1.76
2	4	0.4353	1.397	1.76
2	5	0.4383	1.3911	1.76
2	6	0.4426	1.3825	1.76
2	7	0.4482	1.372	1.76
2	8	0.4541	1.3594	1.76
2	9	0.4606	1.3451	1.76
2	10	0.4678	1.3291	1.76
2	11	0.4758	1.3113	1.76
2	12	0.4828	1.2919	1.76
2	13	0.4886	1.2714	1.76
2	14	0.4928	1.2505	1.76
2	15	0.4965	1.2286	1.76
2	16	0.4997	1.2048	1.76
2	17	0.5026	1.1783	1.76
2	18	0.5053	1.1491	1.76
2	19	0.5056	1.1177	1.76
2	20	0.5054	1.0846	1.76
2	21	0.5048	1.0497	1.76
2	22	0.5059	1.0135	1.76
2	23	0.5074	0.9751	1.76
2	24	0.509	0.9362	1.76
2	25	0.5107	0.8963	1.76
2	26	0.5124	0.8564	1.76
2	27	0.5141	0.8165	1.76
2	28	0.516	0.7773	1.76
2	29	0.5181	0.741	1.76
2	30	0.5206	0.7092	1.76
2	31	0.5234	0.6816	1.76
2	32	0.5265	0.6571	1.76
2	33	0.5294	0.6344	1.76
2	34	0.5322	0.6126	1.76
2	35	0.5346	0.5899	1.76
2	36	0.5361	0.565	1.76
2	37	0.5365	0.5379	1.76
2	38	0.5359	0.5107	1.76
2	39	0.5347	0.4843	1.76
2	40	0.5331	0.4605	1.76
2	41	0.5316	0.4396	1.76
2	42	0.5303	0.4222	1.76
2	43	0.5295	0.4078	1.76
2	44	0.5288	0.3957	1.76
2	45	0.5282	0.3858	1.76
2	46	0.5276	0.3771	1.76
2	47	0.5268	0.3698	1.76
2	48	0.5258	0.3637	1.76
2	49	0.5248	0.3587	1.76
2	50	0.5239	0.3545	1.76
2	51	0.523	0.3509	1.76
2	52	0.5224	0.3489	1.76
2	53	0.5223	0.3484	1.76
2	54	0.5226	0.3504	1.76
2	55	0.5234	0.3553	1.76
2	56	0.5242	0.3618	1.76
2	57	0.5247	0.3692	1.76
2	58	0.5245	0.3759	1.76
2	59	0.5234	0.3825	1.76
2	60	0.5219	0.3894	1.76
2	61	0.5197	0.3979	1.76
2	62	0.5174	0.4064	1.76
2	63	0.5139	0.4131	1.76
2	64	0.5123	0.4162	1.76
2	65	0.5109	0.4177	1.76
2	66	0.5107	0.4193	1.76
2	67	0.5089	0.42	1.76
2	68	0.5073	0.4187	1.76
2	69	0.5026	0.4128	1.76
2	70	0.4939	0.4045	1.76
2	71	0.4807	0.3935	1.76
2	72	0.4647	0.3818	1.76
2	73	0.4469	0.3686	1.76
2	74	0.4295	0.3579	1.76
2	75	0.4151	0.3515	1.76
2	76	0.4045	0.3527	1.76
2	77	0.3955	0.3588	1.76
2	78	0.3871	0.3696	1.76
2	79	0.3772	0.3831	1.76
2	80	0.3643	0.3971	1.76
2	81	0.3486	0.4084	1.76
2	82	0.3312	0.4141	1.76
2	83	0.3139	0.415	1.76
2	84	0.2996	0.4109	1.76
2	85	0.2901	0.4023	1.76
2	86	0.2885	0.3897	1.76
2	87	0.2952	0.3739	1.76
2	88	0.3115	0.3557	1.76
2	89	0.3365	0.3366	1.76
2	90	0.3657	0.3174	1.76
2	91	0.397	0.2984	1.76
2	92	0.4247	0.2792	1.76
2	93	0.4479	0.2607	1.76
2	94	0.4649	0.2456	1.76
2	95	0.4762	0.2357	1.76
2	96	0.4854	0.2328	1.76
2	97	0.4927	0.235	1.76
2	98	0.5009	0.2413	1.76
2	99	0.508	0.2486	1.76
2	100	0.5139	0.2558	1.76
2	101	0.5187	0.263	1.76
2	102	0.5223	0.2708	1.76
2	103	0.525	0.2798	1.76
2	104	0.527	0.291	1.76
2	105	0.528	0.3039	1.76
2	106	0.5283	0.3187	1.76
2	107	0.5272	0.3332	1.76
2	108	0.5245	0.3472	1.76
2	109	0.5199	0.3574	1.76
2	110	0.5162	0.3641	1.76
2	111	0.51	0.3651	1.76
2	112	0.4939	0.3598	1.76
2	113	0.4661	0.348	1.76
2	114	0.4291	0.3305	1.76
2	115	0.3913	0.3089	1.76
2	116	0.3531	0.284	1.76
2	117	0.3168	0.2579	1.76
2	118	0.2828	0.2318	1.76
2	119	0.2525	0.2047	1.76
2	120	0.2262	0.1757	1.76
2	121	0.2048	0.1437	1.76
2	122	0.1887	0.1251	1.76
2	123	0.178	0.1075	1.76
2	124	0.1711	0.0928	1.76
2	125	0.1664	0.0672	1.76
2	126	0.1609	0.0431	1.76
2	127	0.1534	0.0216	1.76
2	128	0.1421	0.0015	1.76
2	129	0.1269	-0.0158	1.76
2	130	0.109	-0.0438	1.76
2	131	0.0902	-0.0743	1.76
2	132	0.0735	-0.1088	1.76
2	133	0.0595	-0.1363	1.76
2	134	0.0493	-0.1634	1.76
2	135	0.0427	-0.1901	1.76
2	136	0.0396	-0.2139	1.76
2	137	0.0391	-0.2361	1.76
2	138	0.0408	-0.2549	1.76
2	139	0.0443	-0.2708	1.76
2	140	0.0491	-0.2839	1.76
2	141	0.0449	-0.2863	1.76
2	142	0.0401	-0.2902	1.76
2	143	0.0345	-0.2942	1.76
2	144	0.0366	-0.3102	1.76
2	145	0.0375	-0.3287	1.76
2	146	0.046	-0.3606	1.76
2	147	0.0549	-0.3974	1.76
2	148	0.0646	-0.4385	1.76
2	149	0.0665	-0.4759	1.76
2	150	0.0681	-0.5143	1.76
2	151	0.0683	-0.5537	1.76
2	152	0.0656	-0.5936	1.76
2	153	0.0601	-0.635	1.76
2	154	0.0525	-0.6763	1.76
2	155	0.0448	-0.7166	1.76
2	156	0.0393	-0.7559	1.76
2	157	0.0377	-0.7948	1.76
2	158	0.0398	-0.8343	1.76
2	159	0.0452	-0.875	1.76
2	160	0.0533	-0.9166	1.76
2	161	0.0642	-0.9581	1.76
2	162	0.0779	-0.9978	1.76
2	163	0.094	-1.0345	1.76
2	164	0.112	-1.067	1.76
2	165	0.131	-1.0958	1.76
2	166	0.151	-1.1237	1.76
2	167	0.1707	-1.1537	1.76
2	168	0.1891	-1.1876	1.76
2	169	0.2035	-1.2253	1.76
2	170	0.2149	-1.2656	1.76
2	171	0.2227	-1.3069	1.76
2	172	0.2447	-1.389	1.76
2	173	0.2439	-1.4312	1.76
2	174	0.2414	-1.4728	1.76
3	0	0.2738	0.6554	1.76
3	1	0.2738	0.6554	1.76
3	2	0.2736	0.648	1.76
3	3	0.2751	0.6464	1.76
