,t,NT,motivation,num
2708,51.2,61.0,high,1.0
2709,51.24,61.0,high,1.0
2710,51.28,61.0,high,1.0
2711,51.32,61.0,high,1.0
2712,51.36,61.0,high,1.0
2713,0.0,0.0,low,2.0
2714,0.04,0.0,low,2.0
2715,0.08,0.0,low,2.0
2716,0.12,0.0,low,2.0
2717,0.16,0.0,low,2.0
2718,0.2,0.0,low,2.0
2719,0.24,0.0,low,2.0
2720,0.28,0.0,low,2.0
2721,0.32,0.0,low,2.0
2722,0.36,0.0,low,2.0
2723,0.4,0.0,low,2.0
2724,0.44,0.0,low,2.0
2725,0.48,0.0,low,2.0
2726,0.52,0.0,low,2.0
2727,0.56,0.0,low,2.0
2728,0.6,0.0,low,2.0
2729,0.64,1.0,low,2.0
2730,0.68,1.0,low,2.0
2731,0.72,1.0,low,2.0
2732,0.76,1.0,low,2.0
2733,0.8,1.0,low,2.0
2734,0.84,1.0,low,2.0
2735,0.88,1.0,low,2.0
2736,0.92,1.0,low,2.0
2737,0.96,1.0,low,2.0
2738,1.0,1.0,low,2.0
2739,1.04,1.0,low,2.0
2740,1.08,1.0,low,2.0
2741,1.12,1.0,low,2.0
2742,1.16,1.0,low,2.0
2743,1.2,2.0,low,2.0
2744,1.24,2.0,low,2.0
2745,1.28,2.0,low,2.0
2746,1.32,2.0,low,2.0
2747,1.36,2.0,low,2.0
2748,1.4,2.0,low,2.0
2749,1.44,2.0,low,2.0
2750,1.48,2.0,low,2.0
2751,1.52,2.0,low,2.0
2752,1.56,2.0,low,2.0
2753,1.6,2.0,low,2.0
2754,1.64,2.0,low,2.0
2755,1.68,2.0,low,2.0
2756,1.72,2.0,low,2.0
2757,1.76,2.0,low,2.0
2758,1.8,2.0,low,2.0
2759,1.84,2.0,low,2.0
2760,1.88,2.0,low,2.0
2761,1.92,2.0,low,2.0
2762,1.96,2.0,low,2.0
2763,2.0,2.0,low,2.0
2764,2.04,2.0,low,2.0
2765,2.08,2.0,low,2.0
2766,2.12,2.0,low,2.0
2767,2.16,2.0,low,2.0
2768,2.2,2.0,low,2.0
2769,2.24,2.0,low,2.0
2770,2.28,3.0,low,2.0
2771,2.32,3.0,low,2.0
2772,2.36,3.0,low,2.0
2773,2.4,3.0,low,2.0
2774,2.44,3.0,low,2.0
2775,2.48,3.0,low,2.0
2776,2.52,3.0,low,2.0
2777,2.56,3.0,low,2.0
2778,2.6,3.0,low,2.0
2779,2.64,3.0,low,2.0
2780,2.68,3.0,low,2.0
2781,2.72,3.0,low,2.0
2782,2.76,3.0,low,2.0
2783,2.8,3.0,low,2.0
2784,2.84,3.0,low,2.0
2785,2.88,3.0,low,2.0
2786,2.92,4.0,low,2.0
2787,2.96,4.0,low,2.0
2788,3.0,4.0,low,2.0
2789,3.04,4.0,low,2.0
2790,3.08,4.0,low,2.0
2791,3.12,4.0,low,2.0
2792,3.16,4.0,low,2.0
2793,3.2,4.0,low,2.0
2794,3.24,4.0,low,2.0
2795,3.28,4.0,low,2.0
2796,3.32,4.0,low,2.0
2797,3.36,4.0,low,2.0
2798,3.4,4.0,low,2.0
2799,3.44,4.0,low,2.0
2800,3.48,4.0,low,2.0
2801,3.52,4.0,low,2.0
2802,3.56,4.0,low,2.0
2803,3.6,4.0,low,2.0
2804,3.64,4.0,low,2.0
2805,3.68,4.0,low,2.0
2806,3.72,4.0,low,2.0
2807,3.76,4.0,low,2.0
2808,3.8,4.0,low,2.0
2809,3.84,4.0,low,2.0
2810,3.88,4.0,low,2.0
2811,3.92,5.0,low,2.0
2812,3.96,5.0,low,2.0
2813,4.0,5.0,low,2.0
2814,4.04,5.0,low,2.0
2815,4.08,5.0,low,2.0
2816,4.12,5.0,low,2.0
2817,4.16,5.0,low,2.0
2818,4.2,5.0,low,2.0
2819,4.24,5.0,low,2.0
2820,4.28,5.0,low,2.0
2821,4.32,5.0,low,2.0
2822,4.36,5.0,low,2.0
2823,4.4,5.0,low,2.0
2824,4.44,5.0,low,2.0
2825,4.48,5.0,low,2.0
2826,4.52,5.0,low,2.0
2827,4.56,6.0,low,2.0
2828,4.6,6.0,low,2.0
2829,4.64,6.0,low,2.0
2830,4.68,6.0,low,2.0
2831,4.72,6.0,low,2.0
2832,4.76,6.0,low,2.0
2833,4.8,6.0,low,2.0
2834,4.84,6.0,low,2.0
2835,4.88,6.0,low,2.0
2836,4.92,6.0,low,2.0
2837,4.96,6.0,low,2.0
2838,5.0,6.0,low,2.0
2839,5.04,6.0,low,2.0
2840,5.08,6.0,low,2.0
2841,5.12,6.0,low,2.0
2842,5.16,6.0,low,2.0
2843,5.2,6.0,low,2.0
2844,5.24,6.0,low,2.0
2845,5.28,6.0,low,2.0
2846,5.32,6.0,low,2.0
2847,5.36,6.0,low,2.0
2848,5.4,6.0,low,2.0
2849,5.44,6.0,low,2.0
2850,5.48,6.0,low,2.0
2851,5.52,6.0,low,2.0
2852,5.56,6.0,low,2.0
2853,5.6,6.0,low,2.0
2854,5.64,6.0,low,2.0
2855,5.68,7.0,low,2.0
2856,5.72,7.0,low,2.0
2857,5.76,7.0,low,2.0
2858,5.8,7.0,low,2.0
2859,5.84,7.0,low,2.0
2860,5.88,7.0,low,2.0
2861,5.92,7.0,low,2.0
2862,5.96,7.0,low,2.0
2863,6.0,7.0,low,2.0
2864,6.04,7.0,low,2.0
2865,6.08,7.0,low,2.0
2866,6.12,7.0,low,2.0
2867,6.16,7.0,low,2.0
2868,6.2,7.0,low,2.0
2869,6.24,8.0,low,2.0
2870,6.28,8.0,low,2.0
2871,6.32,8.0,low,2.0
2872,6.36,8.0,low,2.0
2873,6.4,8.0,low,2.0
2874,6.44,8.0,low,2.0
2875,6.48,8.0,low,2.0
2876,6.52,8.0,low,2.0
2877,6.56,8.0,low,2.0
2878,6.6,8.0,low,2.0
2879,6.64,8.0,low,2.0
2880,6.68,8.0,low,2.0
2881,6.72,8.0,low,2.0
2882,6.76,8.0,low,2.0
2883,6.8,8.0,low,2.0
2884,6.84,8.0,low,2.0
2885,6.88,8.0,low,2.0
2886,6.92,8.0,low,2.0
2887,6.96,8.0,low,2.0
2888,7.0,8.0,low,2.0
2889,7.04,8.0,low,2.0
2890,7.08,8.0,low,2.0
2891,7.12,8.0,low,2.0
2892,7.16,8.0,low,2.0
2893,7.2,8.0,low,2.0
2894,7.24,9.0,low,2.0
2895,7.28,9.0,low,2.0
2896,7.32,9.0,low,2.0
2897,7.36,9.0,low,2.0
2898,7.4,9.0,low,2.0
2899,7.44,9.0,low,2.0
2900,7.48,9.0,low,2.0
2901,7.52,9.0,low,2.0
2902,7.56,9.0,low,2.0
2903,7.6,9.0,low,2.0
2904,7.64,9.0,low,2.0
2905,7.68,9.0,low,2.0
2906,7.72,9.0,low,2.0
2907,7.76,9.0,low,2.0
2908,7.8,9.0,low,2.0
2909,7.84,9.0,low,2.0
2910,7.88,10.0,low,2.0
2911,7.92,10.0,low,2.0
2912,7.96,10.0,low,2.0
2913,8.0,10.0,low,2.0
2914,8.04,10.0,low,2.0
2915,8.08,10.0,low,2.0
2916,8.12,10.0,low,2.0
2917,8.16,10.0,low,2.0
2918,8.2,10.0,low,2.0
2919,8.24,10.0,low,2.0
2920,8.28,10.0,low,2.0
2921,8.32,10.0,low,2.0
2922,8.36,10.0,low,2.0
2923,8.4,10.0,low,2.0
2924,8.44,10.0,low,2.0
2925,8.48,10.0,low,2.0
2926,8.52,10.0,low,2.0
2927,8.56,10.0,low,2.0
2928,8.6,10.0,low,2.0
2929,8.64,10.0,low,2.0
2930,8.68,10.0,low,2.0
2931,8.72,10.0,low,2.0
2932,8.76,10.0,low,2.0
2933,8.8,10.0,low,2.0
2934,8.84,10.0,low,2.0
2935,8.88,10.0,low,2.0
2936,8.92,10.0,low,2.0
2937,8.96,10.0,low,2.0
2938,9.0,11.0,low,2.0
2939,9.04,11.0,low,2.0
2940,9.08,11.0,low,2.0
2941,9.12,11.0,low,2.0
2942,9.16,11.0,low,2.0
2943,9.2,11.0,low,2.0
2944,9.24,11.0,low,2.0
2945,9.28,11.0,low,2.0
2946,9.32,11.0,low,2.0
2947,9.36,11.0,low,2.0
2948,9.4,11.0,low,2.0
2949,9.44,11.0,low,2.0
2950,9.48,11.0,low,2.0
2951,9.52,11.0,low,2.0
2952,9.56,11.0,low,2.0
2953,9.6,11.0,low,2.0
2954,9.64,11.0,low,2.0
2955,9.68,11.0,low,2.0
2956,9.72,11.0,low,2.0
2957,9.76,11.0,low,2.0
2958,9.8,12.0,low,2.0
2959,9.84,12.0,low,2.0
2960,9.88,12.0,low,2.0
2961,9.92,12.0,low,2.0
2962,9.96,12.0,low,2.0
2963,10.0,12.0,low,2.0
2964,10.04,12.0,low,2.0
2965,10.08,12.0,low,2.0
2966,10.12,12.0,low,2.0
2967,10.16,12.0,low,2.0
2968,10.2,12.0,low,2.0
2969,10.24,12.0,low,2.0
2970,10.28,12.0,low,2.0
2971,10.32,12.0,low,2.0
2972,10.36,12.0,low,2.0
2973,10.4,12.0,low,2.0
2974,10.44,12.0,low,2.0
2975,10.48,12.0,low,2.0
2976,10.52,12.0,low,2.0
2977,10.56,12.0,low,2.0
2978,10.6,12.0,low,2.0
2979,10.64,13.0,low,2.0
2980,10.68,13.0,low,2.0
2981,10.72,13.0,low,2.0
2982,10.76,13.0,low,2.0
2983,10.8,13.0,low,2.0
2984,10.84,13.0,low,2.0
2985,10.88,13.0,low,2.0
2986,10.92,13.0,low,2.0
2987,10.96,13.0,low,2.0
2988,11.0,13.0,low,2.0
2989,11.04,13.0,low,2.0
2990,11.08,13.0,low,2.0
2991,11.12,13.0,low,2.0
2992,11.16,14.0,low,2.0
2993,11.2,14.0,low,2.0
2994,11.24,14.0,low,2.0
2995,11.28,14.0,low,2.0
2996,11.32,14.0,low,2.0
2997,11.36,14.0,low,2.0
2998,11.4,14.0,low,2.0
2999,11.44,14.0,low,2.0
3000,11.48,14.0,low,2.0
3001,11.52,14.0,low,2.0
3002,11.56,14.0,low,2.0
3003,11.6,14.0,low,2.0
3004,11.64,14.0,low,2.0
3005,11.68,14.0,low,2.0
3006,11.72,14.0,low,2.0
3007,11.76,14.0,low,2.0
3008,11.8,14.0,low,2.0
3009,11.84,14.0,low,2.0
3010,11.88,14.0,low,2.0
3011,11.92,14.0,low,2.0
3012,11.96,14.0,low,2.0
3013,12.0,14.0,low,2.0
3014,12.04,14.0,low,2.0
3015,12.08,14.0,low,2.0
3016,12.12,14.0,low,2.0
3017,12.16,14.0,low,2.0
3018,12.2,14.0,low,2.0
3019,12.24,14.0,low,2.0
3020,12.28,14.0,low,2.0
3021,12.32,14.0,low,2.0
3022,12.36,14.0,low,2.0
3023,12.4,15.0,low,2.0
3024,12.44,15.0,low,2.0
3025,12.48,15.0,low,2.0
3026,12.52,15.0,low,2.0
3027,12.56,15.0,low,2.0
3028,12.6,15.0,low,2.0
3029,12.64,15.0,low,2.0
3030,12.68,15.0,low,2.0
3031,12.72,15.0,low,2.0
3032,12.76,15.0,low,2.0
3033,12.8,15.0,low,2.0
3034,12.84,15.0,low,2.0
3035,12.88,15.0,low,2.0
3036,12.92,15.0,low,2.0
3037,12.96,15.0,low,2.0
3038,13.0,15.0,low,2.0
3039,13.04,15.0,low,2.0
3040,13.08,15.0,low,2.0
3041,13.12,15.0,low,2.0
3042,13.16,15.0,low,2.0
3043,13.2,15.0,low,2.0
3044,13.24,15.0,low,2.0
3045,13.28,15.0,low,2.0
3046,13.32,15.0,low,2.0
3047,13.36,15.0,low,2.0
3048,13.4,15.0,low,2.0
3049,13.44,15.0,low,2.0
3050,13.48,15.0,low,2.0
3051,13.52,15.0,low,2.0
3052,13.56,15.0,low,2.0
3053,13.6,15.0,low,2.0
3054,13.64,15.0,low,2.0
3055,13.68,15.0,low,2.0
3056,13.72,15.0,low,2.0
3057,13.76,16.0,low,2.0
3058,13.8,16.0,low,2.0
3059,13.84,16.0,low,2.0
3060,13.88,16.0,low,2.0
3061,13.92,16.0,low,2.0
3062,13.96,16.0,low,2.0
3063,14.0,16.0,low,2.0
3064,14.04,16.0,low,2.0
3065,14.08,16.0,low,2.0
3066,14.12,16.0,low,2.0
3067,14.16,16.0,low,2.0
3068,14.2,16.0,low,2.0
3069,14.24,16.0,low,2.0
3070,14.28,16.0,low,2.0
3071,14.32,16.0,low,2.0
3072,14.36,16.0,low,2.0
3073,14.4,16.0,low,2.0
3074,14.44,16.0,low,2.0
3075,14.48,16.0,low,2.0
3076,14.52,16.0,low,2.0
3077,14.56,16.0,low,2.0
3078,14.6,16.0,low,2.0
3079,14.64,16.0,low,2.0
3080,14.68,17.0,low,2.0
3081,14.72,17.0,low,2.0
3082,14.76,17.0,low,2.0
3083,14.8,17.0,low,2.0
3084,14.84,17.0,low,2.0
3085,14.88,17.0,low,2.0
3086,14.92,17.0,low,2.0
3087,14.96,17.0,low,2.0
3088,15.0,17.0,low,2.0
3089,15.04,17.0,low,2.0
3090,15.08,17.0,low,2.0
3091,15.12,17.0,low,2.0
3092,15.16,17.0,low,2.0
3093,15.2,17.0,low,2.0
3094,15.24,17.0,low,2.0
3095,15.28,17.0,low,2.0
3096,15.32,17.0,low,2.0
3097,15.36,17.0,low,2.0
3098,15.4,17.0,low,2.0
3099,15.44,18.0,low,2.0
3100,15.48,18.0,low,2.0
3101,15.52,18.0,low,2.0
3102,15.56,18.0,low,2.0
3103,15.6,18.0,low,2.0
3104,15.64,18.0,low,2.0
3105,15.68,18.0,low,2.0
3106,15.72,18.0,low,2.0
3107,15.76,18.0,low,2.0
3108,15.8,18.0,low,2.0
3109,15.84,18.0,low,2.0
3110,15.88,18.0,low,2.0
3111,15.92,18.0,low,2.0
3112,15.96,18.0,low,2.0
3113,16.0,18.0,low,2.0
3114,16.04,18.0,low,2.0
3115,16.08,18.0,low,2.0
3116,16.12,18.0,low,2.0
3117,16.16,18.0,low,2.0
3118,16.2,18.0,low,2.0
3119,16.24,18.0,low,2.0
3120,16.28,18.0,low,2.0
3121,16.32,18.0,low,2.0
3122,16.36,18.0,low,2.0
3123,16.4,18.0,low,2.0
3124,16.44,18.0,low,2.0
3125,16.48,19.0,low,2.0
3126,16.52,19.0,low,2.0
3127,16.56,19.0,low,2.0
3128,16.6,19.0,low,2.0
3129,16.64,19.0,low,2.0
3130,16.68,19.0,low,2.0
3131,16.72,19.0,low,2.0
3132,16.76,19.0,low,2.0
3133,16.8,19.0,low,2.0
3134,16.84,19.0,low,2.0
3135,16.88,19.0,low,2.0
3136,16.92,19.0,low,2.0
3137,16.96,19.0,low,2.0
3138,17.0,19.0,low,2.0
3139,17.04,19.0,low,2.0
3140,17.08,19.0,low,2.0
3141,17.12,19.0,low,2.0
3142,17.16,19.0,low,2.0
3143,17.2,19.0,low,2.0
3144,17.24,19.0,low,2.0
3145,17.28,19.0,low,2.0
3146,17.32,19.0,low,2.0
3147,17.36,19.0,low,2.0
3148,17.4,19.0,low,2.0
3149,17.44,19.0,low,2.0
3150,17.48,19.0,low,2.0
3151,17.52,19.0,low,2.0
3152,17.56,19.0,low,2.0
3153,17.6,20.0,low,2.0
3154,17.64,20.0,low,2.0
3155,17.68,20.0,low,2.0
3156,17.72,20.0,low,2.0
3157,17.76,20.0,low,2.0
3158,17.8,20.0,low,2.0
3159,17.84,20.0,low,2.0
3160,17.88,20.0,low,2.0
3161,17.92,20.0,low,2.0
3162,17.96,20.0,low,2.0
3163,18.0,20.0,low,2.0
3164,18.04,20.0,low,2.0
3165,18.08,20.0,low,2.0
3166,18.12,20.0,low,2.0
3167,18.16,20.0,low,2.0
3168,18.2,20.0,low,2.0
3169,18.24,20.0,low,2.0
3170,18.28,20.0,low,2.0
3171,18.32,21.0,low,2.0
3172,18.36,21.0,low,2.0
3173,18.4,21.0,low,2.0
3174,18.44,21.0,low,2.0
3175,18.48,21.0,low,2.0
3176,18.52,21.0,low,2.0
3177,18.56,21.0,low,2.0
3178,18.6,21.0,low,2.0
3179,18.64,21.0,low,2.0
3180,18.68,21.0,low,2.0
3181,18.72,21.0,low,2.0
3182,18.76,21.0,low,2.0
3183,18.8,21.0,low,2.0
3184,18.84,21.0,low,2.0
3185,18.88,21.0,low,2.0
3186,18.92,21.0,low,2.0
3187,18.96,21.0,low,2.0
3188,19.0,21.0,low,2.0
3189,19.04,21.0,low,2.0
3190,19.08,21.0,low,2.0
3191,19.12,22.0,low,2.0
3192,19.16,22.0,low,2.0
3193,19.2,22.0,low,2.0
3194,19.24,22.0,low,2.0
3195,19.28,22.0,low,2.0
3196,19.32,22.0,low,2.0
3197,19.36,22.0,low,2.0
3198,19.4,22.0,low,2.0
3199,19.44,22.0,low,2.0
3200,19.48,22.0,low,2.0
3201,19.52,22.0,low,2.0
3202,19.56,22.0,low,2.0
3203,19.6,22.0,low,2.0
3204,19.64,22.0,low,2.0
3205,19.68,22.0,low,2.0
3206,19.72,22.0,low,2.0
3207,19.76,22.0,low,2.0
3208,19.8,22.0,low,2.0
3209,19.84,23.0,low,2.0
3210,19.88,23.0,low,2.0
3211,19.92,23.0,low,2.0
3212,19.96,23.0,low,2.0
3213,20.0,23.0,low,2.0
3214,20.04,23.0,low,2.0
3215,20.08,23.0,low,2.0
3216,20.12,23.0,low,2.0
3217,20.16,23.0,low,2.0
3218,20.2,23.0,low,2.0
3219,20.24,23.0,low,2.0
3220,20.28,23.0,low,2.0
3221,20.32,23.0,low,2.0
3222,20.36,23.0,low,2.0
3223,20.4,23.0,low,2.0
3224,20.44,23.0,low,2.0
3225,20.48,23.0,low,2.0
3226,20.52,23.0,low,2.0
3227,20.56,23.0,low,2.0
3228,20.6,23.0,low,2.0
3229,20.64,23.0,low,2.0
3230,20.68,23.0,low,2.0
3231,20.72,23.0,low,2.0
3232,20.76,23.0,low,2.0
3233,20.8,23.0,low,2.0
3234,20.84,23.0,low,2.0
3235,20.88,23.0,low,2.0
3236,20.92,23.0,low,2.0
3237,20.96,23.0,low,2.0
3238,21.0,23.0,low,2.0
3239,21.04,23.0,low,2.0
3240,21.08,23.0,low,2.0
3241,21.12,23.0,low,2.0
3242,21.16,23.0,low,2.0
3243,21.2,24.0,low,2.0
3244,21.24,24.0,low,2.0
3245,21.28,24.0,low,2.0
3246,21.32,24.0,low,2.0
3247,21.36,24.0,low,2.0
3248,21.4,24.0,low,2.0
3249,21.44,24.0,low,2.0
3250,21.48,24.0,low,2.0
3251,21.52,24.0,low,2.0
3252,21.56,24.0,low,2.0
3253,21.6,24.0,low,2.0
3254,21.64,24.0,low,2.0
3255,21.68,24.0,low,2.0
3256,21.72,25.0,low,2.0
3257,21.76,25.0,low,2.0
3258,21.8,25.0,low,2.0
3259,21.84,25.0,low,2.0
3260,21.88,25.0,low,2.0
3261,21.92,25.0,low,2.0
3262,21.96,25.0,low,2.0
3263,22.0,25.0,low,2.0
3264,22.04,25.0,low,2.0
3265,22.08,25.0,low,2.0
3266,22.12,25.0,low,2.0
3267,22.16,25.0,low,2.0
3268,22.2,25.0,low,2.0
3269,22.24,25.0,low,2.0
3270,22.28,25.0,low,2.0
3271,22.32,25.0,low,2.0
3272,22.36,25.0,low,2.0
3273,22.4,25.0,low,2.0
3274,22.44,25.0,low,2.0
3275,22.48,25.0,low,2.0
3276,22.52,25.0,low,2.0
3277,22.56,25.0,low,2.0
3278,22.6,25.0,low,2.0
3279,22.64,25.0,low,2.0
3280,22.68,25.0,low,2.0
3281,22.72,25.0,low,2.0
3282,22.76,25.0,low,2.0
3283,22.8,25.0,low,2.0
3284,22.84,25.0,low,2.0
3285,22.88,25.0,low,2.0
3286,22.92,26.0,low,2.0
3287,22.96,26.0,low,2.0
3288,23.0,26.0,low,2.0
3289,23.04,26.0,low,2.0
3290,23.08,26.0,low,2.0
3291,23.12,26.0,low,2.0
3292,23.16,26.0,low,2.0
3293,23.2,26.0,low,2.0
3294,23.24,26.0,low,2.0
3295,23.28,26.0,low,2.0
3296,23.32,26.0,low,2.0
3297,23.36,26.0,low,2.0
3298,23.4,26.0,low,2.0
3299,23.44,26.0,low,2.0
3300,23.48,26.0,low,2.0
3301,23.52,26.0,low,2.0
3302,23.56,26.0,low,2.0
3303,23.6,26.0,low,2.0
3304,23.64,26.0,low,2.0
3305,23.68,27.0,low,2.0
3306,23.72,27.0,low,2.0
3307,23.76,27.0,low,2.0
3308,23.8,27.0,low,2.0
3309,23.84,27.0,low,2.0
3310,23.88,27.0,low,2.0
3311,23.92,27.0,low,2.0
3312,23.96,27.0,low,2.0
3313,24.0,27.0,low,2.0
3314,24.04,27.0,low,2.0
3315,24.08,27.0,low,2.0
3316,24.12,27.0,low,2.0
3317,24.16,27.0,low,2.0
3318,24.2,27.0,low,2.0
3319,24.24,27.0,low,2.0
3320,24.28,27.0,low,2.0
3321,24.32,27.0,low,2.0
3322,24.36,27.0,low,2.0
3323,24.4,27.0,low,2.0
3324,24.44,27.0,low,2.0
3325,24.48,27.0,low,2.0
3326,24.52,27.0,low,2.0
3327,24.56,27.0,low,2.0
3328,24.6,27.0,low,2.0
3329,24.64,27.0,low,2.0
3330,24.68,27.0,low,2.0
3331,24.72,27.0,low,2.0
3332,24.76,27.0,low,2.0
3333,24.8,27.0,low,2.0
3334,24.84,27.0,low,2.0
3335,24.88,27.0,low,2.0
3336,24.92,27.0,low,2.0
3337,24.96,27.0,low,2.0
3338,25.0,27.0,low,2.0
3339,25.04,27.0,low,2.0
3340,25.08,27.0,low,2.0
3341,25.12,27.0,low,2.0
3342,25.16,27.0,low,2.0
3343,25.2,27.0,low,2.0
3344,25.24,27.0,low,2.0
3345,25.28,27.0,low,2.0
3346,25.32,27.0,low,2.0
3347,25.36,27.0,low,2.0
3348,25.4,27.0,low,2.0
3349,25.44,27.0,low,2.0
3350,25.48,27.0,low,2.0
3351,25.52,27.0,low,2.0
3352,25.56,27.0,low,2.0
3353,25.6,27.0,low,2.0
3354,25.64,27.0,low,2.0
3355,25.68,27.0,low,2.0
3356,25.72,27.0,low,2.0
3357,25.76,28.0,low,2.0
3358,25.8,28.0,low,2.0
3359,25.84,28.0,low,2.0
3360,25.88,28.0,low,2.0
3361,25.92,28.0,low,2.0
3362,25.96,28.0,low,2.0
3363,26.0,28.0,low,2.0
3364,26.04,28.0,low,2.0
3365,26.08,28.0,low,2.0
3366,26.12,28.0,low,2.0
3367,26.16,28.0,low,2.0
3368,26.2,28.0,low,2.0
3369,26.24,28.0,low,2.0
3370,26.28,28.0,low,2.0
3371,26.32,28.0,low,2.0
3372,26.36,28.0,low,2.0
3373,26.4,28.0,low,2.0
3374,26.44,29.0,low,2.0
3375,26.48,29.0,low,2.0
3376,26.52,29.0,low,2.0
3377,26.56,29.0,low,2.0
3378,26.6,29.0,low,2.0
3379,26.64,29.0,low,2.0
3380,26.68,29.0,low,2.0
3381,26.72,29.0,low,2.0
3382,26.76,29.0,low,2.0
3383,26.8,29.0,low,2.0
3384,26.84,29.0,low,2.0
3385,26.88,29.0,low,2.0
3386,26.92,29.0,low,2.0
3387,26.96,29.0,low,2.0
3388,27.0,29.0,low,2.0
3389,27.04,29.0,low,2.0
3390,27.08,29.0,low,2.0
3391,27.12,29.0,low,2.0
3392,27.16,29.0,low,2.0
3393,27.2,29.0,low,2.0
3394,27.24,29.0,low,2.0
3395,27.28,29.0,low,2.0
3396,27.32,29.0,low,2.0
3397,27.36,29.0,low,2.0
3398,27.4,29.0,low,2.0
3399,27.44,29.0,low,2.0
3400,27.48,29.0,low,2.0
3401,27.52,29.0,low,2.0
3402,27.56,29.0,low,2.0
3403,27.6,29.0,low,2.0
3404,27.64,30.0,low,2.0
3405,27.68,30.0,low,2.0
3406,27.72,30.0,low,2.0
3407,27.76,30.0,low,2.0
3408,27.8,30.0,low,2.0
3409,27.84,30.0,low,2.0
3410,27.88,30.0,low,2.0
3411,27.92,30.0,low,2.0
3412,27.96,30.0,low,2.0
3413,28.0,30.0,low,2.0
3414,28.04,30.0,low,2.0
3415,28.08,30.0,low,2.0
3416,28.12,31.0,low,2.0
3417,28.16,31.0,low,2.0
3418,28.2,31.0,low,2.0
3419,28.24,31.0,low,2.0
3420,28.28,31.0,low,2.0
3421,28.32,31.0,low,2.0
3422,28.36,31.0,low,2.0
3423,28.4,31.0,low,2.0
3424,28.44,31.0,low,2.0
3425,28.48,31.0,low,2.0
3426,28.52,31.0,low,2.0
3427,28.56,31.0,low,2.0
3428,28.6,31.0,low,2.0
3429,28.64,31.0,low,2.0
3430,28.68,31.0,low,2.0
3431,28.72,31.0,low,2.0
3432,28.76,31.0,low,2.0
3433,28.8,31.0,low,2.0
3434,28.84,31.0,low,2.0
3435,28.88,31.0,low,2.0
3436,28.92,31.0,low,2.0
3437,28.96,31.0,low,2.0
3438,29.0,31.0,low,2.0
3439,29.04,31.0,low,2.0
3440,29.08,31.0,low,2.0
3441,29.12,32.0,low,2.0
3442,29.16,32.0,low,2.0
3443,29.2,32.0,low,2.0
3444,29.24,32.0,low,2.0
3445,29.28,32.0,low,2.0
3446,29.32,32.0,low,2.0
3447,29.36,32.0,low,2.0
3448,29.4,32.0,low,2.0
3449,29.44,32.0,low,2.0
3450,29.48,32.0,low,2.0
3451,29.52,32.0,low,2.0
3452,29.56,32.0,low,2.0
3453,29.6,32.0,low,2.0
3454,29.64,32.0,low,2.0
3455,29.68,32.0,low,2.0
3456,29.72,32.0,low,2.0
3457,29.76,32.0,low,2.0
3458,29.8,32.0,low,2.0
3459,29.84,32.0,low,2.0
3460,29.88,32.0,low,2.0
3461,29.92,32.0,low,2.0
3462,29.96,32.0,low,2.0
3463,30.0,32.0,low,2.0
3464,30.04,32.0,low,2.0
3465,30.08,32.0,low,2.0
3466,30.12,32.0,low,2.0
3467,30.16,32.0,low,2.0
3468,30.2,32.0,low,2.0
3469,30.24,33.0,low,2.0
3470,30.28,33.0,low,2.0
3471,30.32,33.0,low,2.0
3472,30.36,33.0,low,2.0
3473,30.4,33.0,low,2.0
3474,30.44,33.0,low,2.0
3475,30.48,33.0,low,2.0
3476,30.52,33.0,low,2.0
3477,30.56,33.0,low,2.0
3478,30.6,33.0,low,2.0
3479,30.64,33.0,low,2.0
3480,30.68,33.0,low,2.0
3481,30.72,33.0,low,2.0
3482,30.76,33.0,low,2.0
3483,30.8,33.0,low,2.0
3484,30.84,33.0,low,2.0
3485,30.88,33.0,low,2.0
3486,30.92,33.0,low,2.0
3487,30.96,33.0,low,2.0
3488,31.0,33.0,low,2.0
3489,31.04,34.0,low,2.0
3490,31.08,34.0,low,2.0
3491,31.12,34.0,low,2.0
3492,31.16,34.0,low,2.0
3493,31.2,34.0,low,2.0
3494,31.24,34.0,low,2.0
3495,31.28,34.0,low,2.0
3496,31.32,34.0,low,2.0
3497,31.36,34.0,low,2.0
3498,31.4,34.0,low,2.0
3499,31.44,34.0,low,2.0
3500,31.48,34.0,low,2.0
3501,31.52,34.0,low,2.0
3502,31.56,34.0,low,2.0
3503,31.6,34.0,low,2.0
3504,31.64,34.0,low,2.0
3505,31.68,34.0,low,2.0
3506,31.72,34.0,low,2.0
3507,31.76,34.0,low,2.0
3508,31.8,34.0,low,2.0
3509,31.84,34.0,low,2.0
3510,31.88,34.0,low,2.0
3511,31.92,34.0,low,2.0
3512,31.96,34.0,low,2.0
3513,32.0,34.0,low,2.0
3514,32.04,34.0,low,2.0
3515,32.08,35.0,low,2.0
3516,32.12,35.0,low,2.0
3517,32.16,35.0,low,2.0
3518,32.2,35.0,low,2.0
3519,32.24,35.0,low,2.0
3520,32.28,35.0,low,2.0
3521,32.32,35.0,low,2.0
3522,32.36,35.0,low,2.0
3523,32.4,35.0,low,2.0
3524,32.44,35.0,low,2.0
3525,32.48,35.0,low,2.0
3526,32.52,35.0,low,2.0
3527,32.56,35.0,low,2.0
3528,32.6,35.0,low,2.0
3529,32.64,35.0,low,2.0
