,DT,motivation
256,0.9199999999999982,low
257,0.6799999999999997,low
258,1.0400000000000027,low
259,0.4800000000000004,low
260,1.1199999999999974,low
261,0.5600000000000023,low
262,1.0,low
263,1.1999999999999993,low
264,0.519999999999996,low
265,0.8800000000000026,low
266,1.8400000000000034,low
267,1.0799999999999983,low
268,0.8399999999999963,low
269,0.6000000000000014,low
270,1.3200000000000003,low
271,0.8800000000000026,low
272,1.1999999999999957,low
273,0.9600000000000009,low
274,0.6000000000000014,low
275,0.9200000000000017,low
276,1.1199999999999974,low
277,1.0399999999999991,low
278,0.8800000000000026,low
279,1.4799999999999969,low
280,0.6400000000000006,low
281,1.1200000000000045,low
282,1.0399999999999991,low
283,1.0399999999999991,low
284,0.9200000000000017,low
285,0.6400000000000006,low
286,1.3999999999999986,low
287,1.0,low
288,0.47999999999999954,low
289,2.080000000000001,low
290,0.5999999999999996,low
291,1.08,low
292,0.5599999999999987,low
293,0.5200000000000014,low
294,0.8399999999999999,low
295,0.879999999999999,low
296,0.4400000000000013,low
297,1.4000000000000004,low
298,0.5599999999999987,low
299,0.7600000000000016,low
300,1.0399999999999991,low
301,0.0799999999999983,low
302,1.6799999999999997,low
303,0.08000000000000185,low
304,0.6799999999999997,low
305,1.5599999999999987,low
306,0.9600000000000009,low
307,0.5599999999999987,low
308,0.8399999999999999,low
309,0.40000000000000213,low
310,1.2399999999999984,low
311,0.3200000000000003,low
312,1.2800000000000011,low
313,1.2800000000000011,low
314,0.759999999999998,low
315,1.0800000000000018,low
316,0.3200000000000003,low
317,0.8399999999999999,low
318,0.3200000000000003,low
319,2.519999999999996,low
320,0.9200000000000017,low
321,0.480000000000004,low
322,0.6399999999999935,low
323,1.0800000000000054,low
324,1.0399999999999991,low
325,0.7999999999999972,low
326,0.8400000000000034,low
327,1.1199999999999974,low
328,0.11999999999999744,low
329,1.6000000000000014,low
330,0.9600000000000009,low
331,0.4399999999999977,low
332,1.0,low
333,1.240000000000002,low
334,0.8000000000000043,low
335,1.1599999999999966,low
336,0.7999999999999972,low
337,0.5600000000000023,low
338,1.0799999999999983,low
339,0.9200000000000017,low
340,0.9600000000000009,low
341,0.8400000000000034,low
342,0.9199999999999999,high
343,1.5199999999999996,high
344,0.4400000000000013,high
345,0.9599999999999991,high
346,0.3200000000000003,high
347,0.5999999999999996,high
348,0.6799999999999997,high
349,0.5999999999999996,high
350,0.9200000000000017,high
351,0.35999999999999943,high
352,1.1999999999999993,high
353,0.9200000000000017,high
354,0.5599999999999987,high
355,0.879999999999999,high
356,0.16000000000000014,high
357,0.9600000000000009,high
358,0.5199999999999996,high
359,0.8000000000000007,high
360,0.28000000000000114,high
361,1.4399999999999977,high
362,1.240000000000002,high
363,0.8399999999999999,high
364,0.16000000000000014,high
365,0.8399999999999999,high
366,1.2800000000000011,high
367,0.879999999999999,high
368,0.40000000000000036,high
369,0.9199999999999999,high
370,0.2400000000000002,high
371,0.6799999999999997,high
372,1.1600000000000001,high
373,0.8399999999999999,high
374,0.5199999999999996,high
375,0.16000000000000014,high
376,1.120000000000001,high
377,0.6399999999999988,high
378,0.4400000000000013,high
379,1.1999999999999993,high
380,1.3200000000000003,high
381,1.120000000000001,high
382,0.3999999999999986,high
383,1.3200000000000003,high
384,0.16000000000000014,high
385,1.1600000000000001,high
386,0.4399999999999995,high
387,0.8800000000000008,high
388,0.6400000000000006,high
389,1.2400000000000002,high
390,0.0,high
391,0.8399999999999999,high
392,0.0,high
393,1.3199999999999985,high
394,1.0399999999999991,high
395,1.1600000000000001,high
396,0.9200000000000017,high
397,0.3999999999999986,high
398,0.120000000000001,high
399,0.5199999999999996,high
400,0.8000000000000007,high
401,0.9600000000000009,high
402,0.8000000000000007,high
403,0.9599999999999973,high
404,1.240000000000002,high
405,2.039999999999999,high
406,1.0,high
407,0.120000000000001,high
408,0.5999999999999979,high
409,0.0,high
410,2.4400000000000013,high
411,0.120000000000001,high
412,0.5599999999999987,high
413,0.9200000000000017,high
414,1.399999999999995,high
415,1.2800000000000011,high
416,0.4000000000000057,high
417,1.1199999999999974,high
418,0.5600000000000023,high
419,1.1999999999999957,high
420,0.6799999999999997,high
421,1.0799999999999983,high
422,0.6000000000000014,high
423,0.8800000000000026,high
424,0.11999999999999744,high
425,1.3200000000000003,high
426,0.6799999999999997,high
427,0.44000000000000483,high
428,0.8799999999999955,high
429,0.759999999999998,high
430,1.8400000000000034,high
431,0.6000000000000014,high
432,0.8799999999999955,high
433,0.9200000000000017,high
434,0.6400000000000006,high
435,0.8400000000000034,high
436,0.7199999999999989,high
437,0.3999999999999986,high
438,1.0,low
439,0.6399999999999988,low
440,0.6800000000000015,low
441,1.1999999999999993,low
442,0.5999999999999996,low
443,1.3600000000000012,low
444,1.0399999999999991,low
445,0.8000000000000007,low
446,0.9199999999999982,low
447,0.7200000000000024,low
448,1.0,low
449,1.0399999999999991,low
450,1.1600000000000001,low
451,0.5999999999999979,low
452,1.0,low
453,0.8000000000000007,low
454,0.7600000000000016,low
455,1.2399999999999984,low
456,0.6400000000000006,low
457,0.7199999999999989,low
458,0.7600000000000016,low
459,1.200000000000001,low
460,0.27999999999999936,low
461,1.4800000000000004,low
462,0.16000000000000014,low
463,1.5999999999999996,low
464,0.5599999999999987,low
465,1.4400000000000013,low
466,0.6799999999999997,low
467,0.8000000000000007,low
468,1.0,low
469,0.8399999999999999,low
470,1.1600000000000001,low
471,0.8000000000000007,low
472,1.0,low
473,0.639999999999997,low
474,1.240000000000002,low
475,0.6400000000000006,low
476,1.0799999999999983,low
477,1.0800000000000018,low
478,0.35999999999999943,low
479,1.1999999999999993,low
