,X,Y
0,-0.2,-0.6928203230275509
1,-0.30000000000000004,-0.5196152422706632
2,-0.4,-0.3464101615137755
3,-0.5,-0.17320508075688779
4,-0.6000000000000001,0.0
5,-0.7000000000000001,0.17320508075688767
6,-0.8,0.34641016151377535
7,-0.9,0.5196152422706632
8,-1.0,0.6928203230275509
9,-1.1,0.8660254037844386
10,-1.2000000000000002,1.0392304845413263
11,-1.3,1.212435565298214
12,-1.4000000000000001,1.3856406460551018
13,-1.5,1.5588457268119897
14,-1.6,1.7320508075688772
15,-1.7000000000000002,1.905255888325765
16,-1.8,2.0784609690826525
17,-1.9000000000000001,2.25166604983954
18,-2.0,2.4248711305964283
19,-2.1,2.598076211353316
20,-2.2,2.7712812921102037
21,-2.3000000000000003,2.9444863728670914
22,-2.4000000000000004,3.1176914536239795
23,-2.5,3.2908965343808667
24,-2.6,3.4641016151377544
25,-2.7,3.6373066958946425
26,-2.8000000000000003,3.81051177665153
27,-2.9000000000000004,3.9837168574084174
28,-3.0,4.156921938165305
29,-3.1,4.330127018922194
30,-3.2,4.50333209967908
31,-3.3000000000000003,4.676537180435968
32,-3.4000000000000004,4.849742261192857
33,-3.5,5.022947341949744
34,-3.6,5.196152422706632
35,-3.7,5.36935750346352
36,-3.8000000000000003,5.542562584220407
37,-3.9000000000000004,5.715767664977295
38,-4.0,5.888972745734183
39,-4.1000000000000005,6.06217782649107
40,-4.2,6.235382907247959
41,-4.3,6.408587988004846
42,-4.4,6.581793068761733
43,-4.5,6.754998149518622
44,-4.6000000000000005,6.928203230275509
45,-4.7,7.101408311032397
46,-4.800000000000001,7.274613391789285
47,-4.9,7.447818472546172
48,-5.0,7.62102355330306
49,-5.1000000000000005,7.794228634059948
50,-5.2,7.967433714816835
51,-0.1,-0.5196152422706632
52,-0.2,-0.34641016151377546
53,-0.30000000000000004,-0.17320508075688773
54,-0.4,0.0
55,-0.5,0.17320508075688779
56,-0.6000000000000001,0.34641016151377546
57,-0.7000000000000001,0.5196152422706631
58,-0.8,0.692820323027551
59,-0.9,0.8660254037844386
60,-1.0,1.0392304845413265
61,-1.1,1.212435565298214
62,-1.2000000000000002,1.3856406460551018
63,-1.3,1.5588457268119897
64,-1.4000000000000001,1.7320508075688776
65,-1.5,1.905255888325765
66,-1.6,2.078460969082653
67,-1.7000000000000002,2.25166604983954
68,-1.8,2.4248711305964283
69,-1.9000000000000001,2.598076211353316
70,-2.0,2.7712812921102037
71,-2.1,2.9444863728670914
72,-2.2,3.117691453623979
73,-2.3000000000000003,3.2908965343808667
74,-2.4000000000000004,3.4641016151377544
75,-2.5,3.637306695894642
76,-2.6,3.81051177665153
77,-2.7,3.9837168574084174
78,-2.8000000000000003,4.156921938165305
79,-2.9000000000000004,4.330127018922193
80,-3.0,4.50333209967908
81,-3.1,4.676537180435968
82,-3.2,4.849742261192856
83,-3.3000000000000003,5.022947341949744
84,-3.4000000000000004,5.196152422706632
85,-3.5,5.369357503463519
86,-3.6,5.542562584220407
87,-3.7,5.715767664977295
88,-3.8000000000000003,5.888972745734183
89,-3.9000000000000004,6.0621778264910695
90,-4.0,6.235382907247958
91,-4.1000000000000005,6.408587988004847
92,-4.2,6.581793068761733
93,-4.3,6.754998149518622
94,-4.4,6.9282032302755105
95,-4.5,7.101408311032397
96,-4.6000000000000005,7.274613391789285
97,-4.7,7.447818472546174
98,-4.800000000000001,7.62102355330306
99,-4.9,7.794228634059948
100,-5.0,7.967433714816837
101,-5.1000000000000005,8.140638795573723
102,0.0,-0.34641016151377546
103,-0.1,-0.17320508075688773
104,-0.2,0.0
105,-0.30000000000000004,0.17320508075688773
106,-0.4,0.3464101615137755
107,-0.5,0.5196152422706632
108,-0.6000000000000001,0.6928203230275509
109,-0.7000000000000001,0.8660254037844388
110,-0.8,1.0392304845413265
111,-0.9,1.2124355652982142
112,-1.0,1.3856406460551018
113,-1.1,1.5588457268119895
114,-1.2000000000000002,1.7320508075688772
115,-1.3,1.905255888325765
116,-1.4000000000000001,2.0784609690826525
117,-1.5,2.25166604983954
118,-1.6,2.424871130596428
119,-1.7000000000000002,2.598076211353316
120,-1.8,2.7712812921102037
121,-1.9000000000000001,2.9444863728670914
122,-2.0,3.117691453623979
123,-2.1,3.2908965343808667
124,-2.2,3.4641016151377553
125,-2.3000000000000003,3.6373066958946425
126,-2.4000000000000004,3.81051177665153
127,-2.5,3.9837168574084183
128,-2.6,4.156921938165306
129,-2.7,4.330127018922194
130,-2.8000000000000003,4.50333209967908
131,-2.9000000000000004,4.676537180435969
132,-3.0,4.849742261192857
133,-3.1,5.022947341949744
134,-3.2,5.196152422706632
135,-3.3000000000000003,5.36935750346352
136,-3.4000000000000004,5.542562584220407
137,-3.5,5.715767664977296
138,-3.6,5.888972745734183
139,-3.7,6.06217782649107
140,-3.8000000000000003,6.235382907247958
141,-3.9000000000000004,6.408587988004846
142,-4.0,6.581793068761733
143,-4.1000000000000005,6.75499814951862
144,-4.2,6.928203230275509
145,-4.3,7.101408311032397
146,-4.4,7.274613391789284
147,-4.5,7.447818472546172
148,-4.6000000000000005,7.62102355330306
149,-4.7,7.794228634059947
150,-4.800000000000001,7.967433714816835
151,-4.9,8.140638795573723
152,-5.0,8.31384387633061
153,0.1,-0.17320508075688773
154,0.0,0.0
155,-0.1,0.17320508075688773
156,-0.2,0.34641016151377546
157,-0.30000000000000004,0.5196152422706632
158,-0.4,0.6928203230275509
159,-0.5,0.8660254037844386
160,-0.6000000000000001,1.0392304845413265
161,-0.7000000000000001,1.2124355652982142
162,-0.8,1.3856406460551018
163,-0.9,1.5588457268119895
164,-1.0,1.7320508075688772
165,-1.1,1.905255888325765
166,-1.2000000000000002,2.078460969082653
167,-1.3,2.25166604983954
168,-1.4000000000000001,2.4248711305964283
169,-1.5,2.598076211353316
170,-1.6,2.7712812921102037
171,-1.7000000000000002,2.9444863728670914
172,-1.8,3.117691453623979
173,-1.9000000000000001,3.2908965343808667
174,-2.0,3.4641016151377544
175,-2.1,3.6373066958946425
176,-2.2,3.81051177665153
177,-2.3000000000000003,3.9837168574084174
178,-2.4000000000000004,4.156921938165306
179,-2.5,4.330127018922194
180,-2.6,4.50333209967908
181,-2.7,4.676537180435968
182,-2.8000000000000003,4.849742261192857
183,-2.9000000000000004,5.022947341949744
184,-3.0,5.196152422706632
185,-3.1,5.36935750346352
186,-3.2,5.542562584220407
187,-3.3000000000000003,5.715767664977295
188,-3.4000000000000004,5.888972745734183
189,-3.5,6.06217782649107
190,-3.6,6.235382907247958
191,-3.7,6.408587988004846
192,-3.8000000000000003,6.581793068761733
193,-3.9000000000000004,6.754998149518622
194,-4.0,6.928203230275509
195,-4.1000000000000005,7.101408311032397
196,-4.2,7.274613391789285
197,-4.3,7.447818472546172
198,-4.4,7.62102355330306
199,-4.5,7.794228634059948
200,-4.6000000000000005,7.967433714816835
201,-4.7,8.140638795573723
202,-4.800000000000001,8.313843876330612
203,-4.9,8.487048957087499
204,0.2,0.0
205,0.1,0.17320508075688773
206,0.0,0.34641016151377546
207,-0.1,0.5196152422706632
208,-0.2,0.6928203230275509
209,-0.30000000000000004,0.8660254037844386
210,-0.4,1.0392304845413263
211,-0.5,1.2124355652982142
212,-0.6000000000000001,1.3856406460551018
213,-0.7000000000000001,1.5588457268119895
214,-0.8,1.7320508075688772
215,-0.9,1.905255888325765
216,-1.0,2.078460969082653
217,-1.1,2.2516660498395407
218,-1.2000000000000002,2.4248711305964283
219,-1.3,2.598076211353316
220,-1.4000000000000001,2.7712812921102037
221,-1.5,2.9444863728670914
222,-1.6,3.1176914536239795
223,-1.7000000000000002,3.2908965343808667
224,-1.8,3.4641016151377544
225,-1.9000000000000001,3.637306695894642
226,-2.0,3.81051177665153
227,-2.1,3.9837168574084174
228,-2.2,4.156921938165305
229,-2.3000000000000003,4.330127018922194
230,-2.4000000000000004,4.50333209967908
231,-2.5,4.676537180435968
232,-2.6,4.849742261192856
233,-2.7,5.022947341949744
234,-2.8000000000000003,5.196152422706632
235,-2.9000000000000004,5.369357503463519
236,-3.0,5.542562584220407
237,-3.1,5.715767664977295
238,-3.2,5.888972745734183
239,-3.3000000000000003,6.06217782649107
240,-3.4000000000000004,6.235382907247958
241,-3.5,6.408587988004846
242,-3.6,6.581793068761733
243,-3.7,6.754998149518622
244,-3.8000000000000003,6.9282032302755105
245,-3.9000000000000004,7.101408311032397
246,-4.0,7.274613391789285
247,-4.1000000000000005,7.447818472546174
248,-4.2,7.62102355330306
249,-4.3,7.794228634059948
250,-4.4,7.967433714816837
251,-4.5,8.140638795573723
252,-4.6000000000000005,8.313843876330612
253,-4.7,8.4870489570875
254,-4.800000000000001,8.660254037844387
255,0.30000000000000004,0.17320508075688773
256,0.2,0.34641016151377546
257,0.1,0.5196152422706632
258,0.0,0.6928203230275509
259,-0.1,0.8660254037844386
260,-0.2,1.0392304845413265
261,-0.30000000000000004,1.212435565298214
262,-0.4,1.3856406460551018
263,-0.5,1.5588457268119897
264,-0.6000000000000001,1.7320508075688772
265,-0.7000000000000001,1.905255888325765
266,-0.8,2.0784609690826525
267,-0.9,2.25166604983954
268,-1.0,2.4248711305964283
269,-1.1,2.598076211353316
270,-1.2000000000000002,2.7712812921102037
271,-1.3,2.9444863728670914
272,-1.4000000000000001,3.117691453623979
273,-1.5,3.2908965343808667
274,-1.6,3.4641016151377544
275,-1.7000000000000002,3.6373066958946425
276,-1.8,3.81051177665153
277,-1.9000000000000001,3.9837168574084183
278,-2.0,4.156921938165306
279,-2.1,4.330127018922194
280,-2.2,4.503332099679081
281,-2.3000000000000003,4.676537180435969
282,-2.4000000000000004,4.849742261192857
283,-2.5,5.022947341949744
284,-2.6,5.196152422706632
285,-2.7,5.36935750346352
286,-2.8000000000000003,5.542562584220407
287,-2.9000000000000004,5.715767664977296
288,-3.0,5.888972745734183
289,-3.1,6.06217782649107
290,-3.2,6.235382907247959
291,-3.3000000000000003,6.408587988004846
292,-3.4000000000000004,6.581793068761733
293,-3.5,6.75499814951862
294,-3.6,6.928203230275509
295,-3.7,7.101408311032397
296,-3.8000000000000003,7.274613391789284
297,-3.9000000000000004,7.447818472546172
298,-4.0,7.62102355330306
299,-4.1000000000000005,7.794228634059947
300,-4.2,7.967433714816835
301,-4.3,8.140638795573723
302,-4.4,8.31384387633061
303,-4.5,8.487048957087499
304,-4.6000000000000005,8.660254037844387
305,-4.7,8.833459118601274
306,0.4,0.3464101615137755
307,0.30000000000000004,0.5196152422706632
308,0.2,0.6928203230275509
309,0.1,0.8660254037844386
310,0.0,1.0392304845413265
311,-0.1,1.2124355652982142
312,-0.2,1.3856406460551018
313,-0.30000000000000004,1.5588457268119897
314,-0.4,1.7320508075688772
315,-0.5,1.905255888325765
316,-0.6000000000000001,2.078460969082653
317,-0.7000000000000001,2.25166604983954
318,-0.8,2.4248711305964283
319,-0.9,2.598076211353316
320,-1.0,2.7712812921102037
321,-1.1,2.9444863728670914
322,-1.2000000000000002,3.117691453623979
323,-1.3,3.2908965343808667
324,-1.4000000000000001,3.4641016151377544
325,-1.5,3.6373066958946425
326,-1.6,3.81051177665153
327,-1.7000000000000002,3.9837168574084174
328,-1.8,4.156921938165306
329,-1.9000000000000001,4.330127018922194
330,-2.0,4.50333209967908
331,-2.1,4.676537180435969
332,-2.2,4.849742261192857
333,-2.3000000000000003,5.022947341949744
334,-2.4000000000000004,5.196152422706632
335,-2.5,5.36935750346352
336,-2.6,5.542562584220407
337,-2.7,5.715767664977295
338,-2.8000000000000003,5.888972745734183
339,-2.9000000000000004,6.06217782649107
340,-3.0,6.235382907247958
341,-3.1,6.408587988004846
342,-3.2,6.581793068761733
343,-3.3000000000000003,6.754998149518622
344,-3.4000000000000004,6.928203230275509
345,-3.5,7.101408311032397
346,-3.6,7.274613391789285
347,-3.7,7.447818472546172
348,-3.8000000000000003,7.62102355330306
349,-3.9000000000000004,7.794228634059948
350,-4.0,7.967433714816835
351,-4.1000000000000005,8.140638795573723
352,-4.2,8.313843876330612
353,-4.3,8.487048957087499
354,-4.4,8.660254037844387
355,-4.5,8.833459118601274
356,-4.6000000000000005,9.00666419935816
357,0.5,0.5196152422706632
358,0.4,0.6928203230275509
359,0.30000000000000004,0.8660254037844386
360,0.2,1.0392304845413265
361,0.1,1.2124355652982142
362,0.0,1.3856406460551018
363,-0.1,1.5588457268119895
364,-0.2,1.7320508075688772
365,-0.30000000000000004,1.905255888325765
366,-0.4,2.078460969082653
367,-0.5,2.25166604983954
368,-0.6000000000000001,2.424871130596428
369,-0.7000000000000001,2.598076211353316
370,-0.8,2.7712812921102037
371,-0.9,2.9444863728670914
372,-1.0,3.1176914536239795
373,-1.1,3.2908965343808667
374,-1.2000000000000002,3.4641016151377544
375,-1.3,3.6373066958946425
376,-1.4000000000000001,3.81051177665153
377,-1.5,3.9837168574084174
378,-1.6,4.156921938165305
379,-1.7000000000000002,4.330127018922194
380,-1.8,4.50333209967908
381,-1.9000000000000001,4.676537180435968
382,-2.0,4.849742261192857
383,-2.1,5.022947341949744
384,-2.2,5.196152422706632
385,-2.3000000000000003,5.369357503463519
386,-2.4000000000000004,5.542562584220407
387,-2.5,5.715767664977295
388,-2.6,5.888972745734183
389,-2.7,6.06217782649107
390,-2.8000000000000003,6.235382907247958
